code,revenu_median,taux_pauvrete,gini,s80s20,annee
QP095027,15900.0,33.8,0.244,3.5,2018
QP095028,14570.0,36.8,0.206,2.8,2018
QP095029,15540.0,29.1,0.215,3.0,2018
QP095030,15860.0,34.6,0.261,4.0,2018
QP095031,14710.0,36.5,0.211,2.9,2018
QP095032,14230.0,41.7,0.235,3.4,2018
QP095033,14680.0,38.9,0.244,3.5,2018
QP095034,15530.0,34.0,0.229,3.2,2018
QP095035,15970.0,31.8,0.208,2.7,2018
QP095036,15400.0,34.1,0.227,3.2,2018
QP095037,15400.0,36.5,0.281,4.3,2018
QP095038,14650.0,39.4,0.24,3.5,2018
QP095039,15160.0,37.3,0.224,3.2,2018
QP095040,14060.0,41.7,0.208,2.9,2018
QP095041,16470.0,27.1,0.225,3.1,2018
QP001001,14190.0,41.9,0.235,3.3,2019
QP001002,13300.0,48.2,0.194,2.7,2019
QP001003,15350.0,37.7,0.344,6.5,2019
QP001004,14370.0,38.8,0.272,4.0,2019
QP001005,14210.0,41.7,0.222,3.0,2019
QP001006,13660.0,44.9,0.19,2.6,2019
QP001007,13870.0,45.3,0.197,2.6,2019
QP001008,12900.0,52.0,0.215,2.9,2019
QP001009,15090.0,35.4,0.228,3.2,2019
QP002001,13260.0,49.2,0.247,3.4,2019
QP002002,14700.0,37.8,0.246,3.4,2019
QP002003,13690.0,45.9,0.2,2.7,2019
QP002004,12500.0,55.0,0.224,3.0,2019
QP002005,13300.0,48.7,0.253,3.6,2019
QP002006,14050.0,42.3,0.255,3.6,2019
QP002007,13340.0,48.8,0.258,3.3,2019
QP002008,13030.0,50.5,0.262,3.7,2019
QP002009,12050.0,59.0,0.215,3.0,2019
QP002010,12530.0,53.9,0.247,3.4,2019
QP002011,12100.0,59.1,0.224,3.1,2019
QP002012,13390.0,46.6,0.201,2.8,2019
QP002013,12350.0,57.3,0.212,3.0,2019
QP002014,12240.0,58.6,0.194,2.6,2019
QP002015,14150.0,41.7,0.209,2.9,2019
QP002016,13650.0,45.3,0.223,3.0,2019
QP002017,12890.0,52.9,0.211,2.8,2019
QP003001,14870.0,38.0,0.274,4.0,2019
QP003002,13620.0,45.5,0.195,2.7,2019
QP003003,13740.0,44.2,0.224,3.1,2019
QP003004,14570.0,41.8,0.251,3.5,2019
QP003005,13760.0,46.0,0.195,2.7,2019
QP003006,11880.0,63.7,0.226,3.1,2019
QP004001,14000.0,44.3,0.259,3.7,2019
QP004002,14470.0,40.9,0.271,4.0,2019
QP004003,12960.0,51.0,0.245,3.4,2019
QP005001,15550.0,37.4,0.257,3.6,2019
QP006001,14620.0,40.1,0.215,3.0,2019
QP006002,15380.0,35.2,0.233,3.3,2019
QP006003,15400.0,33.6,0.208,2.9,2019
QP006004,16140.0,28.5,0.2,2.8,2019
QP006005,15260.0,38.2,0.259,3.9,2019
QP006006,14610.0,37.0,0.186,2.5,2019
QP006007,15320.0,32.2,0.216,3.1,2019
QP006008,15630.0,32.0,0.2,2.8,2019
QP006009,11720.0,76.3,0.213,3.5,2019
QP006010,13420.0,47.5,0.209,2.9,2019
QP006011,13220.0,49.5,0.241,3.4,2019
QP006012,15790.0,33.7,0.29,4.5,2019
QP006013,14190.0,42.3,0.217,3.0,2019
QP006014,13650.0,45.9,0.22,3.1,2019
QP006015,16690.0,31.1,0.263,4.0,2019
QP006016,15090.0,39.5,0.298,4.9,2019
QP007001,13090.0,50.8,0.256,3.7,2019
QP007002,14820.0,38.5,0.25,3.7,2019
QP007003,13810.0,43.6,0.244,3.4,2019
QP007004,13210.0,49.9,0.23,3.2,2019
QP007005,13840.0,43.0,0.227,3.2,2019
QP008001,13220.0,49.7,0.226,3.1,2019
QP008002,12070.0,59.9,0.213,2.9,2019
QP008003,12870.0,52.3,0.24,3.7,2019
QP008004,14170.0,41.8,0.259,3.7,2019
QP008005,13740.0,42.3,0.216,2.9,2019
QP008006,14820.0,39.2,0.257,3.6,2019
QP008007,13060.0,51.5,0.224,3.1,2019
QP008008,14340.0,41.8,0.275,4.0,2019
QP009001,14510.0,38.5,0.277,4.1,2019
QP009002,15050.0,37.7,0.3,4.7,2019
QP009003,14170.0,42.0,0.256,3.7,2019
QP010001,14450.0,43.1,0.267,3.7,2019
QP010002,14330.0,42.6,0.23,3.3,2019
QP010003,12960.0,52.1,0.211,2.9,2019
QP010004,13200.0,49.7,0.205,2.9,2019
QP010005,13210.0,49.6,0.244,3.3,2019
QP010006,11990.0,59.9,0.224,3.2,2019
QP010007,11430.0,65.7,0.213,2.9,2019
QP010008,12060.0,62.6,0.205,2.8,2019
QP010009,12740.0,55.1,0.198,2.7,2019
QP010010,12670.0,53.8,0.236,3.3,2019
QP011001,14880.0,39.1,0.272,3.9,2019
QP011002,12130.0,61.0,0.249,3.6,2019
QP011003,11680.0,65.0,0.227,3.2,2019
QP011004,14830.0,39.0,0.313,4.8,2019
QP011005,12320.0,58.6,0.255,3.5,2019
QP011006,12990.0,51.7,0.222,2.9,2019
QP011007,12940.0,52.1,0.227,3.1,2019
QP011008,13670.0,45.4,0.293,4.4,2019
QP011009,12350.0,57.3,0.208,2.8,2019
QP011010,15060.0,38.9,0.318,4.9,2019
QP012001,13350.0,47.8,0.208,2.9,2019
QP012002,13280.0,48.0,0.268,4.0,2019
QP013001,12180.0,58.6,0.254,3.7,2019
QP013002,15620.0,28.6,0.202,2.8,2019
QP013003,15220.0,36.2,0.229,3.2,2019
QP013004,16500.0,27.0,0.199,2.6,2019
QP013005,12690.0,55.5,0.23,3.2,2019
QP013006,14220.0,42.1,0.228,3.2,2019
QP013007,13120.0,50.5,0.209,2.9,2019
QP013008,12550.0,54.3,0.219,2.9,2019
QP013009,15200.0,35.4,0.229,3.2,2019
QP013010,12690.0,52.9,0.203,2.8,2019
QP013011,12840.0,52.5,0.202,2.8,2019
QP013012,13400.0,48.1,0.206,2.8,2019
QP013013,12990.0,50.7,0.283,4.3,2019
QP013014,15240.0,34.6,0.215,3.0,2019
QP013015,13180.0,49.9,0.204,2.8,2019
QP013016,14310.0,40.7,0.22,3.1,2019
QP013017,13640.0,45.0,0.215,3.0,2019
QP013018,14180.0,41.0,0.197,2.8,2019
QP013019,14630.0,36.6,0.205,2.7,2019
QP013020,14620.0,39.1,0.199,2.7,2019
QP013021,12850.0,52.2,0.214,2.9,2019
QP013022,13570.0,45.6,0.201,2.7,2019
QP013023,13630.0,46.4,0.204,2.8,2019
QP013024,14850.0,34.7,0.213,2.8,2019
QP013025,14900.0,37.8,0.229,3.2,2019
QP013026,16320.0,34.4,0.238,3.5,2019
QP013027,14770.0,40.7,0.241,3.4,2019
QP013028,13940.0,43.6,0.192,2.6,2019
QP013029,13000.0,51.6,0.199,2.8,2019
QP013030,15350.0,33.8,0.215,3.0,2019
QP013031,14200.0,43.7,0.25,3.7,2019
QP013032,13100.0,50.3,0.305,4.9,2019
QP013033,14850.0,38.5,0.234,3.4,2019
QP013034,15130.0,37.3,0.259,3.6,2019
QP013035,12970.0,51.4,0.232,3.2,2019
QP013036,12500.0,54.4,0.268,4.2,2019
QP013037,13250.0,48.6,0.203,2.8,2019
QP013038,13750.0,46.0,0.237,3.3,2019
QP013039,13230.0,49.1,0.219,3.0,2019
QP013040,12570.0,54.4,0.207,2.8,2019
QP013041,14440.0,39.7,0.202,2.7,2019
QP013042,12540.0,55.5,0.227,3.2,2019
QP013043,13720.0,43.5,0.243,3.3,2019
QP013044,12620.0,55.4,0.214,3.0,2019
QP013045,13550.0,46.4,0.221,3.0,2019
QP013046,12850.0,52.6,0.21,2.8,2019
QP013047,14100.0,45.2,0.24,3.3,2019
QP013048,13490.0,47.7,0.257,3.7,2019
QP013049,12430.0,55.9,0.235,3.4,2019
QP013050,13210.0,50.0,0.217,3.0,2019
QP013051,12500.0,55.5,0.241,3.4,2019
QP013052,13110.0,50.2,0.237,3.3,2019
QP013053,12860.0,51.4,0.272,4.2,2019
QP013054,12280.0,56.5,0.212,2.9,2019
QP013055,11850.0,61.5,0.23,3.3,2019
QP013056,12760.0,53.5,0.215,2.9,2019
QP013057,11990.0,59.0,0.25,3.8,2019
QP013058,12480.0,54.5,0.282,4.7,2019
QP013059,15180.0,36.8,0.226,3.0,2019
QP013060,15460.0,35.7,0.258,3.7,2019
QP013061,14520.0,38.1,0.206,2.8,2019
QP013062,15560.0,32.4,0.193,2.6,2019
QP013063,13490.0,47.8,0.204,2.8,2019
QP013064,14440.0,42.1,0.222,3.1,2019
QP013065,14290.0,40.9,0.216,3.0,2019
QP014001,13160.0,50.1,0.205,2.8,2019
QP014002,13850.0,43.0,0.213,2.9,2019
QP014003,12810.0,53.3,0.202,2.8,2019
QP014004,12900.0,52.4,0.222,3.0,2019
QP014005,13360.0,47.5,0.234,3.2,2019
QP014006,16320.0,29.0,0.186,2.6,2019
QP014007,14640.0,40.1,0.224,3.1,2019
QP014008,14510.0,40.3,0.197,2.6,2019
QP014009,14280.0,40.5,0.196,2.7,2019
QP015001,13810.0,42.0,0.236,3.2,2019
QP016001,12350.0,57.1,0.236,3.3,2019
QP016002,13430.0,46.4,0.213,2.9,2019
QP016003,13130.0,50.2,0.236,3.2,2019
QP016004,14180.0,43.8,0.204,2.8,2019
QP016005,12320.0,58.2,0.211,3.0,2019
QP016006,13190.0,49.5,0.221,3.0,2019
QP017001,13960.0,43.9,0.204,2.8,2019
QP017002,14060.0,42.6,0.199,2.7,2019
QP017003,13110.0,50.6,0.212,2.9,2019
QP017004,15600.0,33.7,0.258,3.8,2019
QP017005,13830.0,44.8,0.235,3.2,2019
QP017006,15500.0,33.4,0.217,2.9,2019
QP017007,14900.0,33.4,0.181,2.5,2019
QP018001,13260.0,48.7,0.218,3.0,2019
QP018002,13080.0,51.0,0.226,3.1,2019
QP018003,14370.0,40.6,0.214,2.8,2019
QP018004,13060.0,50.7,0.26,3.7,2019
QP019001,14770.0,34.2,0.202,2.7,2019
QP019002,13810.0,44.7,0.211,3.0,2019
QP019003,14730.0,38.4,0.204,2.8,2019
QP021001,14760.0,35.9,0.184,2.6,2019
QP021002,14010.0,42.9,0.201,2.8,2019
QP021003,13980.0,43.8,0.225,3.1,2019
QP021004,13570.0,45.5,0.2,2.8,2019
QP021005,13460.0,45.8,0.205,2.9,2019
QP021006,14870.0,36.8,0.204,2.9,2019
QP022001,13890.0,41.4,0.176,2.4,2019
QP022002,14080.0,41.8,0.219,3.0,2019
QP022003,14000.0,43.4,0.218,3.1,2019
QP022004,13360.0,47.6,0.214,3.0,2019
QP022005,13070.0,50.8,0.212,3.0,2019
QP022006,13970.0,44.4,0.227,3.3,2019
QP022007,13440.0,46.9,0.205,2.9,2019
QP023001,13160.0,49.8,0.242,3.3,2019
QP024001,15030.0,34.6,0.221,3.0,2019
QP024002,14390.0,39.1,0.268,3.9,2019
QP024003,14600.0,36.2,0.203,2.7,2019
QP024004,12470.0,56.1,0.221,3.2,2019
QP024005,15600.0,36.0,0.232,3.3,2019
QP025001,16020.0,30.4,0.261,3.7,2019
QP025002,15610.0,,0.237,2.8,2019
QP025003,13430.0,46.1,0.203,2.9,2019
QP025004,13080.0,51.0,0.227,3.2,2019
QP025005,14300.0,43.0,0.21,3.0,2019
QP025006,13430.0,46.9,0.22,3.1,2019
QP025007,13590.0,45.2,0.215,3.0,2019
QP025008,14330.0,39.7,0.205,2.8,2019
QP025009,13650.0,45.0,0.206,2.8,2019
QP025010,14140.0,39.7,0.202,2.9,2019
QP025011,14130.0,42.0,0.223,3.2,2019
QP025012,15030.0,35.6,0.187,2.6,2019
QP025013,13990.0,42.4,0.212,3.0,2019
QP026001,15060.0,38.3,0.239,3.4,2019
QP026002,12240.0,58.3,0.208,2.9,2019
QP026003,13430.0,47.3,0.212,2.9,2019
QP026004,14410.0,39.1,0.287,4.3,2019
QP026005,12410.0,58.0,0.202,2.8,2019
QP026006,12690.0,52.7,0.21,2.9,2019
QP026007,13180.0,49.8,0.213,3.0,2019
QP026008,13930.0,44.6,0.222,3.1,2019
QP026009,14440.0,37.9,0.206,2.9,2019
QP026010,13310.0,48.0,0.208,2.9,2019
QP026011,15760.0,31.5,0.223,3.2,2019
QP026012,12990.0,51.7,0.238,3.2,2019
QP027001,13630.0,45.5,0.214,3.0,2019
QP027002,13150.0,50.2,0.217,2.9,2019
QP027003,12700.0,54.0,0.225,3.1,2019
QP027004,12410.0,55.6,0.22,3.2,2019
QP027005,14070.0,44.3,0.212,2.8,2019
QP027006,13420.0,47.0,0.235,3.2,2019
QP027007,13400.0,48.2,0.225,3.1,2019
QP027008,13960.0,43.4,0.22,3.1,2019
QP027009,14260.0,43.1,0.225,3.1,2019
QP027010,14330.0,41.2,0.193,2.6,2019
QP027011,15000.0,36.5,0.203,2.8,2019
QP028001,13520.0,46.6,0.207,2.7,2019
QP028002,14650.0,40.3,0.283,3.9,2019
QP028003,13430.0,47.9,0.198,2.7,2019
QP028004,14350.0,41.9,0.19,2.6,2019
QP028005,12530.0,55.8,0.204,2.8,2019
QP028006,13050.0,51.6,0.209,2.9,2019
QP028007,14230.0,41.1,0.217,3.0,2019
QP028008,12680.0,53.9,0.208,2.9,2019
QP028009,12670.0,54.9,0.226,3.2,2019
QP028010,12470.0,55.5,0.208,2.9,2019
QP029001,13670.0,47.6,0.193,2.6,2019
QP029002,14550.0,38.7,0.219,3.1,2019
QP029003,13370.0,46.8,0.189,2.6,2019
QP029004,14440.0,39.8,0.213,3.0,2019
QP029005,13590.0,45.2,0.189,2.6,2019
QP029006,12520.0,55.3,0.218,2.9,2019
QP029007,13370.0,47.7,0.206,2.9,2019
QP029008,14000.0,41.3,0.331,4.7,2019
QP029009,12980.0,51.6,0.204,2.8,2019
QP02A001,13540.0,46.2,0.204,2.6,2019
QP02A002,16670.0,25.0,0.199,2.7,2019
QP02A003,15910.0,,0.207,2.8,2019
QP02B001,14560.0,37.8,0.218,3.0,2019
QP02B002,17570.0,31.3,0.334,5.7,2019
QP030001,13420.0,47.3,0.243,3.4,2019
QP030002,14690.0,37.9,0.262,3.6,2019
QP030003,11190.0,69.1,0.207,2.9,2019
QP030004,14030.0,42.7,0.283,4.3,2019
QP030005,11930.0,61.7,0.218,3.0,2019
QP030006,12570.0,54.4,0.221,3.1,2019
QP030007,14410.0,38.6,0.237,3.2,2019
QP030008,12780.0,52.7,0.234,3.2,2019
QP030009,12410.0,55.0,0.239,3.4,2019
QP030010,12260.0,58.2,0.227,3.2,2019
QP030011,14420.0,41.0,0.265,3.8,2019
QP030012,13060.0,50.8,0.213,2.9,2019
QP030013,13630.0,45.9,0.242,3.5,2019
QP030014,13570.0,44.8,0.261,3.6,2019
QP030015,12660.0,54.1,0.193,2.6,2019
QP030016,13310.0,48.1,0.234,3.2,2019
QP030017,13640.0,47.1,0.23,3.0,2019
QP030018,15400.0,35.3,0.248,3.5,2019
QP031001,14470.0,39.4,0.203,2.8,2019
QP031002,14670.0,40.5,0.293,4.3,2019
QP031003,14570.0,40.7,0.286,4.1,2019
QP031004,14100.0,42.0,0.225,3.0,2019
QP031005,15710.0,33.6,0.235,3.3,2019
QP031006,13860.0,45.0,0.257,3.8,2019
QP031007,13260.0,49.2,0.229,3.2,2019
QP031008,15500.0,40.5,0.325,6.6,2019
QP031009,13870.0,45.4,0.221,3.1,2019
QP031010,13990.0,43.6,0.242,3.5,2019
QP031011,14300.0,40.9,0.249,3.6,2019
QP031012,14600.0,38.3,0.217,2.9,2019
QP031013,15390.0,32.3,0.215,3.0,2019
QP031014,14210.0,40.5,0.22,3.0,2019
QP031015,14930.0,35.9,0.266,3.8,2019
QP031016,13890.0,43.2,0.259,3.9,2019
QP031017,14230.0,41.6,0.194,2.6,2019
QP031018,13400.0,47.9,0.278,4.1,2019
QP031019,14070.0,42.5,0.225,3.1,2019
QP032001,12090.0,59.1,0.226,3.2,2019
QP033001,14740.0,40.1,0.193,2.6,2019
QP033002,14940.0,36.6,0.191,2.6,2019
QP033003,15290.0,34.4,0.219,3.0,2019
QP033004,13420.0,47.7,0.286,4.3,2019
QP033005,14660.0,38.5,0.202,2.7,2019
QP033006,15230.0,34.9,0.234,3.3,2019
QP033007,13310.0,48.9,0.195,2.7,2019
QP033008,17380.0,31.2,0.335,6.0,2019
QP033009,14300.0,40.8,0.229,3.2,2019
QP033010,14800.0,38.2,0.233,3.2,2019
QP033011,15200.0,38.4,0.235,3.4,2019
QP033012,13990.0,43.3,0.225,3.2,2019
QP033013,14660.0,37.1,0.202,2.8,2019
QP033014,14600.0,39.7,0.218,3.0,2019
QP033015,15260.0,33.4,0.2,2.7,2019
QP033016,14540.0,37.8,0.206,2.9,2019
QP033017,13740.0,44.8,0.21,2.9,2019
QP033018,15710.0,31.7,0.213,3.0,2019
QP033019,15340.0,35.7,0.249,3.5,2019
QP033020,14350.0,39.9,0.21,2.9,2019
QP033021,14120.0,43.3,0.229,3.3,2019
QP033022,14630.0,38.3,0.226,3.2,2019
QP033023,17420.0,27.1,0.235,3.2,2019
QP034001,12470.0,54.9,0.301,4.7,2019
QP034002,11660.0,62.9,0.21,2.8,2019
QP034003,12050.0,59.7,0.216,3.0,2019
QP034004,14930.0,40.1,0.238,3.4,2019
QP034005,12270.0,59.0,0.205,2.8,2019
QP034006,12620.0,56.1,0.225,3.2,2019
QP034007,13400.0,48.2,0.203,2.7,2019
QP034008,13030.0,50.4,0.271,4.1,2019
QP034009,13240.0,49.3,0.268,3.5,2019
QP034010,16080.0,37.5,0.348,6.6,2019
QP034011,14200.0,42.8,0.196,2.6,2019
QP034012,14400.0,42.1,0.223,3.1,2019
QP034013,14060.0,40.1,0.198,2.7,2019
QP034014,13280.0,48.8,0.284,3.9,2019
QP034015,14940.0,39.4,0.283,4.8,2019
QP034016,13450.0,46.4,0.203,2.8,2019
QP034017,11810.0,63.6,0.199,2.7,2019
QP034018,14860.0,37.1,0.268,3.9,2019
QP034019,14110.0,42.4,0.269,3.9,2019
QP034020,14030.0,42.2,0.235,3.3,2019
QP034021,13660.0,45.8,0.261,3.8,2019
QP034022,13740.0,44.2,0.244,3.5,2019
QP035001,15220.0,33.5,0.221,3.0,2019
QP035002,13410.0,47.7,0.234,3.4,2019
QP035003,13980.0,43.8,0.23,3.3,2019
QP035004,13470.0,46.6,0.241,3.4,2019
QP035005,13520.0,46.7,0.226,3.2,2019
QP035006,13910.0,46.0,0.208,2.9,2019
QP035007,13960.0,44.4,0.241,3.3,2019
QP036001,13230.0,49.0,0.203,2.8,2019
QP036002,12640.0,55.0,0.211,2.9,2019
QP036003,14480.0,41.2,0.247,3.4,2019
QP036004,14660.0,39.3,0.212,3.0,2019
QP037001,15390.0,36.1,0.193,2.7,2019
QP037002,12900.0,52.3,0.215,3.0,2019
QP037003,14960.0,40.0,0.249,3.5,2019
QP037004,14740.0,40.3,0.226,3.2,2019
QP037005,13030.0,51.3,0.213,3.0,2019
QP037006,12670.0,56.1,0.206,2.9,2019
QP037007,13720.0,43.9,0.214,3.0,2019
QP037008,13850.0,43.5,0.197,2.7,2019
QP037009,12270.0,57.5,0.22,3.2,2019
QP037010,13990.0,43.6,0.214,3.0,2019
QP037011,13580.0,46.3,0.231,3.2,2019
QP037012,14630.0,40.4,0.192,2.6,2019
QP038001,14110.0,42.7,0.212,2.9,2019
QP038002,15030.0,34.9,0.214,2.9,2019
QP038003,13290.0,49.2,0.221,3.0,2019
QP038004,14060.0,41.4,0.203,2.8,2019
QP038005,14870.0,35.6,0.228,3.2,2019
QP038006,13270.0,49.1,0.223,3.1,2019
QP038007,13970.0,43.8,0.249,3.5,2019
QP038008,13500.0,46.8,0.233,3.3,2019
QP038009,14960.0,40.1,0.319,4.7,2019
QP038010,14020.0,44.2,0.223,3.1,2019
QP038011,15370.0,36.9,0.239,3.4,2019
QP038012,14910.0,36.3,0.195,2.7,2019
QP038013,13170.0,50.0,0.216,2.9,2019
QP038014,14380.0,41.9,0.202,2.8,2019
QP038015,14250.0,39.0,0.193,2.6,2019
QP038016,14690.0,37.3,0.218,3.0,2019
QP038017,15470.0,34.1,0.256,3.6,2019
QP038018,13370.0,47.5,0.249,3.4,2019
QP038019,14320.0,41.7,0.252,3.5,2019
QP038020,15640.0,33.2,0.207,2.8,2019
QP038021,15610.0,32.4,0.209,2.9,2019
QP038022,14110.0,45.3,0.209,2.9,2019
QP038023,14220.0,41.9,0.219,3.1,2019
QP038024,13530.0,47.3,0.262,3.8,2019
QP038025,14280.0,41.0,0.229,3.2,2019
QP038026,15180.0,35.6,0.224,3.1,2019
QP039001,13100.0,51.2,0.208,2.9,2019
QP039002,13830.0,45.1,0.212,2.9,2019
QP039003,14150.0,39.5,0.194,2.7,2019
QP039004,14170.0,41.7,0.216,3.0,2019
QP040001,15650.0,34.2,0.259,3.6,2019
QP040002,14390.0,40.9,0.206,2.7,2019
QP040003,15010.0,36.4,0.245,3.3,2019
QP040004,13500.0,46.0,0.194,2.6,2019
QP040005,14790.0,39.6,0.223,3.1,2019
QP041001,12750.0,53.4,0.214,3.0,2019
QP041002,13160.0,49.9,0.206,2.8,2019
QP041003,12400.0,58.0,0.229,3.2,2019
QP042001,13870.0,43.5,0.198,2.6,2019
QP042002,15220.0,33.7,0.193,2.7,2019
QP042003,13270.0,49.9,0.211,2.8,2019
QP042004,14280.0,40.2,0.242,3.6,2019
QP042005,15880.0,30.5,0.189,2.6,2019
QP042006,13110.0,50.3,0.231,3.2,2019
QP042007,13420.0,48.3,0.201,2.7,2019
QP042008,14180.0,43.3,0.258,4.2,2019
QP042009,14470.0,40.2,0.243,3.4,2019
QP042010,14120.0,41.8,0.241,3.3,2019
QP042011,13690.0,46.0,0.227,3.1,2019
QP042012,13350.0,48.8,0.269,4.2,2019
QP042013,13480.0,47.3,0.215,3.0,2019
QP042014,14480.0,42.1,0.275,4.1,2019
QP042015,12300.0,56.7,0.189,2.5,2019
QP042016,14270.0,40.6,0.198,2.7,2019
QP042017,13070.0,50.9,0.205,2.8,2019
QP042018,12890.0,51.4,0.233,3.4,2019
QP042019,12910.0,52.8,0.241,3.3,2019
QP043001,13680.0,44.5,0.224,3.1,2019
QP043002,14670.0,39.3,0.225,3.1,2019
QP044001,14340.0,40.1,0.225,3.2,2019
QP044002,13660.0,46.8,0.221,3.1,2019
QP044003,13670.0,46.2,0.226,3.3,2019
QP044004,13220.0,49.6,0.224,3.1,2019
QP044005,14680.0,38.9,0.242,3.4,2019
QP044006,13330.0,48.3,0.224,3.2,2019
QP044007,13400.0,47.9,0.215,2.9,2019
QP044008,13840.0,45.2,0.239,3.4,2019
QP044009,12840.0,52.6,0.223,3.2,2019
QP044010,13630.0,44.9,0.209,2.9,2019
QP044011,13730.0,45.0,0.219,3.0,2019
QP044012,14790.0,37.3,0.212,2.9,2019
QP044013,13680.0,45.8,0.234,3.2,2019
QP044014,13380.0,48.2,0.23,3.3,2019
QP044015,13630.0,46.2,0.187,2.6,2019
QP044016,14310.0,42.1,0.255,3.5,2019
QP044017,13750.0,45.5,0.225,3.1,2019
QP044018,14760.0,37.5,0.219,3.1,2019
QP044019,12080.0,64.0,0.213,3.0,2019
QP045001,14890.0,37.8,0.196,2.7,2019
QP045002,13760.0,46.3,0.225,3.1,2019
QP045003,12980.0,51.8,0.216,3.0,2019
QP045004,14060.0,42.8,0.235,3.4,2019
QP045005,12960.0,52.2,0.221,3.0,2019
QP045006,13840.0,44.5,0.244,3.3,2019
QP045007,13530.0,46.0,0.226,3.1,2019
QP045008,15230.0,33.9,0.237,3.2,2019
QP045009,14900.0,35.5,0.184,2.5,2019
QP045010,13310.0,48.4,0.216,3.0,2019
QP045011,14280.0,42.3,0.237,3.3,2019
QP045012,14300.0,42.5,0.22,3.0,2019
QP045013,13810.0,40.7,0.25,3.5,2019
QP045014,12470.0,55.7,0.225,3.1,2019
QP045015,14150.0,41.2,0.231,3.3,2019
QP045016,12560.0,58.0,0.194,2.7,2019
QP045017,13190.0,49.5,0.214,3.0,2019
QP045018,13950.0,46.2,0.188,2.6,2019
QP045019,13020.0,51.3,0.212,3.0,2019
QP046001,14160.0,43.0,0.267,3.7,2019
QP047001,12380.0,56.4,0.205,2.7,2019
QP047002,12130.0,60.8,0.197,2.9,2019
QP047003,15370.0,37.6,0.302,4.7,2019
QP047004,14280.0,43.3,0.24,3.4,2019
QP047005,14540.0,38.6,0.267,3.9,2019
QP047006,13510.0,46.2,0.236,3.3,2019
QP047007,14960.0,39.6,0.277,4.1,2019
QP049001,13920.0,44.7,0.218,3.0,2019
QP049002,13360.0,47.9,0.215,3.0,2019
QP049003,13130.0,51.0,0.212,2.8,2019
QP049004,13000.0,50.7,0.201,2.8,2019
QP049005,13240.0,49.5,0.212,2.9,2019
QP049006,15030.0,37.8,0.228,3.0,2019
QP049007,13690.0,45.4,0.206,2.8,2019
QP049008,12980.0,50.6,0.217,3.0,2019
QP049009,13440.0,46.8,0.194,2.6,2019
QP049010,13250.0,49.3,0.203,2.8,2019
QP049011,14720.0,36.3,0.193,2.6,2019
QP049012,14840.0,37.7,0.2,2.7,2019
QP049013,13970.0,44.1,0.217,2.9,2019
QP050001,15220.0,32.9,0.201,2.9,2019
QP050002,15220.0,35.2,0.214,3.1,2019
QP050003,13830.0,45.4,0.223,3.1,2019
QP050004,14710.0,36.5,0.196,2.7,2019
QP050005,14140.0,42.1,0.229,3.3,2019
QP050006,15850.0,32.8,0.211,3.0,2019
QP050007,15670.0,34.6,0.265,3.7,2019
QP051001,13190.0,49.4,0.221,3.1,2019
QP051002,12880.0,52.0,0.209,2.8,2019
QP051003,11940.0,59.8,0.214,3.0,2019
QP051004,13780.0,45.2,0.225,3.1,2019
QP051005,13270.0,49.4,0.216,2.9,2019
QP051006,13440.0,47.1,0.222,3.0,2019
QP051007,13390.0,48.7,0.24,3.2,2019
QP051008,14070.0,45.8,0.246,3.2,2019
QP051009,14530.0,40.1,0.225,2.9,2019
QP051010,15560.0,35.5,0.21,2.9,2019
QP051011,13210.0,49.2,0.199,2.7,2019
QP051012,13660.0,46.1,0.219,3.2,2019
QP052001,13110.0,51.3,0.209,2.9,2019
QP052002,13720.0,44.7,0.201,2.8,2019
QP052003,13180.0,49.5,0.199,2.7,2019
QP052004,13500.0,46.8,0.207,2.8,2019
QP053001,13270.0,48.9,0.195,2.7,2019
QP053002,12380.0,57.7,0.196,2.7,2019
QP053003,14260.0,42.2,0.219,3.0,2019
QP054001,14000.0,43.7,0.208,2.8,2019
QP054002,13530.0,48.0,0.296,5.1,2019
QP054003,14950.0,43.8,0.303,5.0,2019
QP054004,14140.0,43.2,0.278,4.1,2019
QP054005,13150.0,50.1,0.266,4.2,2019
QP054006,14250.0,41.2,0.198,2.6,2019
QP054007,15170.0,34.3,0.258,3.6,2019
QP054008,14960.0,33.5,0.24,3.3,2019
QP054009,15810.0,35.0,0.271,4.0,2019
QP054010,11930.0,56.2,0.232,3.1,2019
QP054011,12700.0,55.1,0.2,2.7,2019
QP054012,11730.0,62.4,0.213,2.9,2019
QP054013,13100.0,50.6,0.229,3.2,2019
QP054014,13250.0,49.1,0.211,2.9,2019
QP054015,12550.0,56.1,0.224,3.1,2019
QP054016,13670.0,46.2,0.233,3.2,2019
QP054017,15480.0,36.4,0.308,4.7,2019
QP054018,14010.0,42.7,0.223,3.0,2019
QP055001,13800.0,44.2,0.226,3.1,2019
QP055002,12400.0,57.7,0.197,2.6,2019
QP055003,14760.0,39.4,0.293,4.3,2019
QP056001,13530.0,45.4,0.201,2.7,2019
QP056002,13250.0,49.0,0.201,2.6,2019
QP056003,14870.0,37.3,0.217,3.0,2019
QP056004,13560.0,46.4,0.262,3.8,2019
QP056005,13460.0,47.6,0.239,3.4,2019
QP056006,11790.0,60.5,0.224,3.1,2019
QP056007,13400.0,46.3,0.202,2.8,2019
QP056008,13420.0,47.3,0.231,3.2,2019
