code,revenu_median,taux_pauvrete,gini,s80s20,annee
QP057013,14360.0,33.5,0.24,3.25,2016
QP057014,13160.0,44.1,0.188,2.567,2016
QP057015,13110.0,44.7,0.218,2.966,2016
QP057016,13090.0,45.3,0.216,2.872,2016
QP057017,12850.0,45.5,0.203,2.709,2016
QP057018,12420.0,50.5,0.207,2.8040000000000003,2016
QP057019,12420.0,50.2,0.213,2.821,2016
QP057020,11960.0,54.5,0.228,3.183,2016
QP057021,12330.0,51.6,0.249,3.365,2016
QP057022,12700.0,48.1,0.273,3.921,2016
QP057023,13100.0,45.9,0.225,3.112,2016
QP057024,14150.0,38.0,0.212,2.874,2016
QP058001,12150.0,52.8,0.267,4.159,2016
QP058002,12190.0,52.3,0.233,3.28,2016
QP058003,12240.0,51.8,0.216,3.069,2016
QP058004,12950.0,46.2,0.233,3.238,2016
QP058005,13130.0,43.8,0.234,3.195,2016
QP059001,14880.0,35.2,0.21,2.923,2016
QP059002,14150.0,33.7,0.206,2.786,2016
QP059003,14090.0,38.3,0.211,2.827,2016
QP059004,11740.0,57.1,0.188,2.523,2016
QP059005,13230.0,43.8,0.22,3.012,2016
QP059006,13580.0,41.3,0.197,2.664,2016
QP059007,13650.0,40.5,0.192,2.587,2016
QP059008,12460.0,50.1,0.236,3.226,2016
QP059009,11160.0,59.2,0.214,2.968,2016
QP059010,14560.0,37.0,0.226,3.058,2016
QP059011,13120.0,44.0,0.22,2.958,2016
QP059012,13870.0,37.2,0.234,3.139,2016
QP059013,12620.0,48.7,0.218,3.006,2016
QP059014,12760.0,47.7,0.23,3.108,2016
QP059015,11580.0,58.8,0.231,3.175,2016
QP059016,10730.0,65.8,0.204,2.747,2016
QP059017,10720.0,67.2,0.213,2.924,2016
QP059018,12170.0,52.9,0.224,3.024,2016
QP059019,12670.0,48.5,0.238,3.276,2016
QP059020,13070.0,45.4,0.244,3.355,2016
QP059021,13420.0,43.0,0.232,3.179,2016
QP059022,13160.0,43.8,0.2,2.666,2016
QP059023,12830.0,48.8,0.307,4.363,2016
QP059024,12470.0,50.7,0.228,3.093,2016
QP059025,14210.0,37.2,0.237,3.222,2016
QP059026,14390.0,37.0,0.241,3.298,2016
QP059027,13760.0,38.1,0.227,3.082,2016
QP059028,13050.0,46.5,0.214,2.938,2016
QP059029,12530.0,49.8,0.198,2.7,2016
QP059030,11960.0,55.0,0.217,2.967,2016
QP059031,12670.0,48.3,0.235,3.14,2016
QP059032,13850.0,38.4,0.229,3.149,2016
QP059033,13480.0,40.9,0.204,2.721,2016
QP059034,14340.0,36.9,0.241,3.307,2016
QP059035,14000.0,38.9,0.22,2.915,2016
QP059036,13690.0,41.2,0.191,2.517,2016
QP059037,14330.0,35.1,0.197,2.655,2016
QP059038,14130.0,40.9,0.198,2.6,2016
QP059039,13790.0,36.4,0.189,2.515,2016
QP059040,13280.0,43.0,0.19,2.506,2016
QP059041,13300.0,43.6,0.221,2.907,2016
QP059042,13410.0,45.9,0.322,4.723,2016
QP059043,14380.0,37.4,0.262,3.547,2016
QP059044,12610.0,49.0,0.257,3.518,2016
QP059045,14160.0,38.8,0.196,2.634,2016
QP059046,14300.0,40.1,0.359,5.57,2016
QP059047,13940.0,37.8,0.23,3.162,2016
QP059048,13040.0,46.1,0.233,3.192,2016
QP059049,14270.0,38.5,0.238,3.4130000000000003,2016
QP059050,12510.0,49.8,0.24,3.342,2016
QP059051,12780.0,47.2,0.209,2.844,2016
QP059052,12920.0,47.0,0.23,3.119,2016
QP059053,14090.0,36.9,0.213,2.821,2016
QP059054,12990.0,45.4,0.206,2.744,2016
QP059055,13870.0,39.8,0.2,2.726,2016
QP059056,12690.0,48.7,0.211,2.773,2016
QP059057,13040.0,43.2,0.187,2.519,2016
QP059058,15330.0,30.3,0.215,2.979,2016
QP059059,14010.0,37.3,0.188,2.523,2016
QP059060,12580.0,48.6,0.206,2.794,2016
QP059061,12290.0,52.4,0.214,2.901,2016
QP059062,13050.0,44.9,0.216,2.9210000000000003,2016
QP059063,14330.0,36.8,0.28,4.05,2016
QP059064,12930.0,46.2,0.198,2.6950000000000003,2016
QP059065,13060.0,44.5,0.272,3.705,2016
QP059066,12700.0,48.5,0.217,3.036,2016
QP059067,13240.0,42.9,0.214,2.923,2016
QP059068,13650.0,39.1,0.21,2.898,2016
QP059069,13810.0,40.5,0.214,3.002,2016
QP059070,14090.0,36.6,0.199,2.659,2016
QP059071,13580.0,41.4,0.209,2.858,2016
QP059072,13870.0,41.2,0.196,2.628,2016
QP059073,12220.0,52.8,0.213,2.9,2016
QP059074,12860.0,47.1,0.269,3.835,2016
QP059075,14440.0,37.8,0.286,4.253,2016
QP059076,13420.0,44.5,0.213,2.884,2016
QP059077,13350.0,42.9,0.193,2.65,2016
QP059078,14240.0,35.9,0.213,2.954,2016
QP059079,13340.0,43.3,0.188,2.542,2016
QP059080,13600.0,41.0,0.222,3.008,2016
QP059081,13000.0,44.8,0.206,2.803,2016
QP059082,12310.0,51.4,0.252,3.52,2016
QP059083,12640.0,47.8,0.2,2.741,2016
QP059084,13280.0,43.8,0.199,2.714,2016
QP059085,14210.0,38.8,0.245,3.486,2016
QP059086,14260.0,39.1,0.24,3.387,2016
QP059087,11610.0,57.7,0.224,3.025,2016
QP059088,15030.0,33.4,0.222,2.999,2016
QP059089,13530.0,39.7,0.211,2.909,2016
QP059090,13500.0,41.7,0.226,3.115,2016
QP059091,14650.0,33.3,0.19,2.63,2016
QP060001,12650.0,48.4,0.224,3.227,2016
QP060002,13130.0,45.2,0.211,2.912,2016
QP060003,13050.0,47.0,0.225,3.101,2016
QP060004,13800.0,40.4,0.23,3.203,2016
QP060005,14180.0,37.8,0.199,2.718,2016
QP060006,13430.0,43.7,0.22,3.058,2016
QP060007,13310.0,43.8,0.221,3.111,2016
QP060008,13740.0,41.1,0.202,2.747,2016
QP060009,12560.0,49.2,0.23,3.264,2016
QP060010,12580.0,49.3,0.219,3.077,2016
QP060011,12850.0,46.9,0.233,3.299,2016
QP060012,13420.0,41.4,0.205,2.851,2016
QP060013,12450.0,50.4,0.201,2.8,2016
QP060014,13790.0,36.7,0.192,2.608,2016
QP060015,14370.0,37.2,0.233,3.526,2016
QP060016,14520.0,33.7,0.192,2.6,2016
QP060017,13190.0,43.6,0.216,2.961,2016
QP060018,11660.0,55.5,0.23,3.104,2016
QP061001,13560.0,41.2,0.225,3.134,2016
QP061002,13680.0,40.8,0.235,3.203,2016
QP061003,11970.0,54.7,0.204,2.739,2016
QP061004,12480.0,50.2,0.21,2.816,2016
QP061005,11080.0,62.0,0.21,2.93,2016
QP061006,11430.0,59.6,0.241,3.351,2016
QP061007,12520.0,49.5,0.215,2.92,2016
QP062001,14210.0,37.4,0.211,2.7880000000000003,2016
QP062002,13970.0,36.2,0.179,2.438,2016
QP062003,13870.0,37.0,0.187,2.542,2016
QP062004,12750.0,47.6,0.257,3.397,2016
QP062005,13490.0,41.4,0.194,2.621,2016
QP062006,13470.0,44.6,0.216,2.871,2016
QP062007,13890.0,37.7,0.21,2.877,2016
QP062008,12710.0,48.6,0.233,3.154,2016
QP062009,14110.0,40.0,0.259,3.645,2016
QP062010,14010.0,40.0,0.23,3.186,2016
QP062011,13150.0,43.8,0.222,3.042,2016
QP062012,13690.0,39.2,0.197,2.684,2016
QP062013,14050.0,34.9,0.205,2.864,2016
QP062014,12870.0,46.5,0.194,2.633,2016
QP062015,12760.0,48.4,0.235,3.161,2016
QP062016,13960.0,35.0,0.201,2.705,2016
QP062017,12990.0,45.9,0.194,2.65,2016
QP062018,13270.0,41.9,0.189,2.558,2016
QP062019,12280.0,51.1,0.215,2.874,2016
QP062020,12640.0,47.9,0.2,2.7030000000000003,2016
QP062021,13050.0,45.1,0.209,2.814,2016
QP062022,13880.0,38.4,0.193,2.611,2016
QP062023,13290.0,43.1,0.204,2.692,2016
QP062024,13320.0,42.9,0.227,3.111,2016
QP062025,12340.0,51.3,0.217,2.936,2016
QP062026,12870.0,46.8,0.248,3.343,2016
QP062027,12440.0,50.8,0.216,2.885,2016
QP062028,13170.0,44.0,0.219,2.997,2016
QP062029,13440.0,41.6,0.204,2.75,2016
QP062030,12560.0,48.6,0.211,2.845,2016
QP062031,13470.0,40.5,0.173,2.373,2016
QP062032,13190.0,45.0,0.213,2.83,2016
QP062033,13040.0,45.6,0.22,2.977,2016
QP062034,12630.0,48.9,0.194,2.606,2016
QP062035,14000.0,36.4,0.21,2.786,2016
QP062036,11520.0,59.8,0.197,2.668,2016
QP062037,13740.0,38.9,0.263,3.564,2016
QP062038,14230.0,36.2,0.233,3.31,2016
QP062039,12980.0,46.5,0.229,3.097,2016
QP062040,14160.0,36.6,0.187,2.543,2016
QP062041,13890.0,39.5,0.204,2.762,2016
QP062042,11860.0,56.4,0.23,3.088,2016
QP062043,13120.0,45.3,0.211,2.786,2016
QP062044,12540.0,49.4,0.194,2.619,2016
QP062045,13290.0,43.6,0.202,2.751,2016
QP062046,13300.0,42.0,0.174,2.265,2016
QP062047,12850.0,46.9,0.201,2.649,2016
QP062048,13640.0,42.2,0.242,3.396,2016
QP062049,13320.0,41.7,0.198,2.674,2016
QP062050,13470.0,43.1,0.271,3.789,2016
QP062051,12240.0,52.0,0.202,2.705,2016
QP062052,14150.0,37.3,0.215,2.909,2016
QP062053,13740.0,40.0,0.179,2.398,2016
QP062054,12650.0,47.6,0.181,2.426,2016
QP062055,12260.0,51.5,0.233,3.119,2016
QP062056,11150.0,60.8,0.201,2.71,2016
QP062057,13560.0,42.5,0.274,3.879,2016
QP062058,13130.0,44.9,0.288,3.999,2016
QP062059,13100.0,45.3,0.204,2.758,2016
QP062060,12640.0,49.2,0.213,2.849,2016
QP062061,12190.0,52.3,0.229,3.114,2016
QP062062,12300.0,51.6,0.222,2.928,2016
QP062063,14840.0,33.7,0.26,3.595,2016
QP062064,12880.0,46.6,0.187,2.551,2016
QP063001,13510.0,41.2,0.207,2.745,2016
QP063002,11690.0,56.5,0.243,3.514,2016
QP063003,12200.0,52.4,0.239,3.347,2016
QP063004,12530.0,49.5,0.227,3.123,2016
QP063005,13090.0,45.1,0.21,2.903,2016
QP063006,13300.0,43.5,0.196,2.615,2016
QP063007,13460.0,42.5,0.273,3.974,2016
QP064001,14570.0,32.2,0.229,3.275,2016
QP064002,13940.0,36.1,0.195,2.706,2016
QP064003,12910.0,46.9,0.234,3.377,2016
QP064004,12060.0,54.5,0.204,2.854,2016
QP065001,11210.0,61.8,0.225,3.099,2016
QP065002,12160.0,52.2,0.215,2.982,2016
QP065003,14050.0,38.4,0.253,3.612,2016
QP065004,13490.0,41.1,0.199,2.874,2016
QP066001,14750.0,35.4,0.257,3.566,2016
QP066002,13560.0,42.4,0.278,3.947,2016
QP066003,13060.0,44.9,0.244,3.385,2016
QP066004,10730.0,67.8,0.204,2.868,2016
QP066005,11070.0,62.0,0.25,3.55,2016
QP066006,10540.0,67.9,0.257,3.789,2016
QP066007,13680.0,42.3,0.282,4.079,2016
QP066008,11920.0,53.8,0.341,5.612,2016
QP066009,12380.0,51.3,0.203,2.603,2016
QP066010,10810.0,67.8,0.204,2.8280000000000003,2016
QP067001,14720.0,32.9,0.259,3.742,2016
QP067002,13300.0,45.1,0.284,4.397,2016
QP067003,14700.0,33.0,0.237,3.191,2016
QP067004,12950.0,46.2,0.211,2.874,2016
QP067005,12460.0,50.2,0.216,2.958,2016
QP067006,13430.0,41.4,0.209,2.923,2016
QP067007,15190.0,33.1,0.243,3.415,2016
QP067008,13450.0,41.9,0.205,2.791,2016
QP067009,12910.0,45.6,0.208,2.858,2016
QP067010,13050.0,45.6,0.207,2.817,2016
QP067011,12480.0,50.0,0.234,3.225,2016
QP067012,13540.0,41.4,0.242,3.364,2016
QP067013,13160.0,44.2,0.218,2.992,2016
QP067014,12060.0,54.4,0.214,2.897,2016
QP067015,13820.0,41.4,0.277,3.998,2016
QP067016,12440.0,50.5,0.218,2.996,2016
QP067017,13200.0,43.9,0.212,2.936,2016
QP067018,14190.0,39.3,0.29,4.096,2016
QP067019,12250.0,51.7,0.208,2.756,2016
QP067020,12110.0,52.8,0.205,2.801,2016
QP067021,13950.0,38.5,0.216,2.954,2016
QP068001,11440.0,59.3,0.246,3.366,2016
QP068002,12880.0,46.4,0.232,3.224,2016
QP068003,11900.0,55.8,0.227,3.117,2016
QP068004,12610.0,48.7,0.215,2.967,2016
QP068005,12960.0,46.8,0.271,4.077,2016
QP068006,13310.0,42.7,0.231,3.208,2016
QP068007,13840.0,38.8,0.239,3.245,2016
QP068008,13350.0,43.7,0.218,3.052,2016
QP068009,14550.0,37.9,0.308,4.615,2016
QP068010,13590.0,40.6,0.219,3.019,2016
QP069001,14370.0,35.6,0.22,3.067,2016
QP069002,14390.0,36.8,0.251,3.459,2016
QP069003,14980.0,30.9,0.215,2.969,2016
QP069004,14220.0,37.4,0.248,3.656,2016
QP069005,13550.0,40.8,0.195,2.497,2016
QP069006,13690.0,40.7,0.224,2.951,2016
QP069007,12590.0,49.6,0.229,3.158,2016
QP069008,12310.0,52.3,0.199,2.764,2016
QP069009,13500.0,40.2,0.178,2.415,2016
QP069010,12560.0,49.5,0.218,3.043,2016
QP069011,13590.0,41.5,0.229,3.164,2016
QP069012,12160.0,52.7,0.21,2.906,2016
QP069013,12630.0,49.5,0.244,3.354,2016
QP069014,13450.0,40.7,0.237,3.28,2016
QP069015,12570.0,49.2,0.221,3.074,2016
QP069016,13250.0,43.5,0.21,2.935,2016
QP069017,15210.0,26.1,0.198,2.691,2016
QP069018,12970.0,45.6,0.217,3.02,2016
QP069019,13600.0,42.0,0.24,3.349,2016
QP069020,13620.0,40.0,0.217,2.995,2016
QP069021,13060.0,45.5,0.228,3.059,2016
QP069022,14340.0,38.4,0.245,3.504,2016
QP069023,13590.0,43.5,0.222,3.056,2016
QP069024,11960.0,54.1,0.23,3.213,2016
QP069025,14390.0,36.3,0.268,3.721,2016
QP069026,13170.0,42.6,0.207,2.849,2016
QP069027,14210.0,35.7,0.203,2.722,2016
QP069028,13950.0,38.3,0.218,3.018,2016
QP069029,14200.0,39.3,0.231,3.213,2016
QP069030,13870.0,40.6,0.235,3.257,2016
QP069031,13650.0,40.3,0.216,3.036,2016
QP069032,13890.0,37.6,0.201,2.735,2016
QP069033,12910.0,46.5,0.22,2.971,2016
QP069034,13260.0,41.4,0.215,2.959,2016
QP069035,14150.0,37.5,0.224,3.13,2016
QP069036,12930.0,46.6,0.221,3.033,2016
QP069037,13810.0,39.5,0.229,3.194,2016
QP069038,14030.0,37.3,0.208,2.876,2016
QP069039,13370.0,42.3,0.22,3.141,2016
QP069040,14710.0,37.8,0.243,3.318,2016
QP069041,14570.0,36.8,0.236,3.268,2016
QP069042,14060.0,40.7,0.313,5.182,2016
QP069043,13470.0,40.7,0.206,2.836,2016
QP070001,12740.0,47.5,0.201,2.7960000000000003,2016
QP070002,12570.0,49.8,0.211,2.846,2016
QP070003,12180.0,51.8,0.208,2.831,2016
QP070004,12700.0,48.5,0.203,2.798,2016
QP070005,12550.0,49.2,0.184,2.549,2016
QP071001,12650.0,48.0,0.193,2.68,2016
QP071002,11190.0,64.0,0.215,3.086,2016
QP071003,12880.0,46.3,0.211,2.88,2016
QP071004,12070.0,53.5,0.212,2.967,2016
QP071005,13150.0,45.3,0.201,2.835,2016
QP071006,13440.0,42.9,0.221,3.208,2016
QP071007,13000.0,45.0,0.192,2.658,2016
QP071008,13310.0,40.8,0.215,2.905,2016
QP071009,12760.0,47.1,0.225,3.1,2016
QP071010,14390.0,33.1,0.243,3.518,2016
QP071011,12990.0,43.4,0.213,2.903,2016
QP071012,13740.0,40.0,0.217,3.073,2016
QP071013,14200.0,34.5,0.2,2.636,2016
QP072001,13860.0,42.0,0.197,2.785,2016
QP072002,14010.0,39.4,0.219,3.058,2016
QP072003,11610.0,56.4,0.209,2.855,2016
QP072004,12300.0,51.7,0.227,3.183,2016
QP072005,11530.0,57.9,0.239,3.425,2016
QP072006,11940.0,54.0,0.233,3.242,2016
QP072007,13750.0,41.5,0.215,3.054,2016
QP073001,14530.0,35.5,0.262,3.701,2016
QP073002,13350.0,42.8,0.212,2.944,2016
QP073003,15630.0,27.4,0.205,2.849,2016
QP073004,13070.0,44.1,0.198,2.735,2016
QP074001,13820.0,40.0,0.25,3.537,2016
QP074002,12670.0,48.8,0.285,4.187,2016
QP074003,15060.0,27.8,0.197,2.83,2016
QP074004,13520.0,35.2,0.228,3.113,2016
QP074005,12770.0,47.3,0.358,7.152,2016
QP074006,15560.0,28.1,0.223,3.134,2016
QP075001,14840.0,31.7,0.244,3.489,2016
QP075002,17160.0,28.8,0.335,5.585,2016
QP075003,15010.0,34.7,0.307,4.813,2016
QP075004,15020.0,33.0,0.286,4.032,2016
QP075005,18920.0,,0.228,3.14,2016
QP075006,14080.0,40.7,0.288,4.075,2016
QP075007,14990.0,33.2,0.243,3.5460000000000003,2016
QP075008,14180.0,37.8,0.25,3.5460000000000003,2016
QP075009,15790.0,34.2,0.308,4.643,2016
QP075010,14880.0,34.5,0.28,4.14,2016
QP075011,15900.0,31.3,0.293,4.505,2016
QP075012,14920.0,36.5,0.344,5.835,2016
QP075013,13740.0,40.0,0.242,3.416,2016
QP075014,14460.0,39.2,0.307,4.93,2016
QP075015,15220.0,33.6,0.284,4.29,2016
QP075016,15110.0,34.8,0.296,4.373,2016
QP075017,14520.0,35.6,0.255,3.499,2016
QP075018,14870.0,34.8,0.302,4.674,2016
QP075019,14970.0,34.4,0.253,3.649,2016
QP075020,16420.0,32.9,0.352,6.087,2016
QP076001,12350.0,51.8,0.196,2.715,2016
QP076002,13190.0,43.4,0.197,2.676,2016
QP076003,13080.0,45.6,0.208,2.777,2016
QP076004,14310.0,34.0,0.18,2.454,2016
QP076005,13380.0,42.7,0.214,2.947,2016
QP076006,13440.0,42.7,0.24,3.383,2016
QP076007,13220.0,42.3,0.21,2.773,2016
QP076008,13570.0,42.9,0.212,2.852,2016
QP076009,15110.0,32.2,0.209,2.884,2016
QP076010,13350.0,43.7,0.213,2.916,2016
QP076011,13530.0,41.2,0.208,2.941,2016
QP076012,13310.0,43.8,0.213,2.948,2016
QP076013,12910.0,46.4,0.208,2.9370000000000003,2016
QP076014,13840.0,40.1,0.232,3.243,2016
QP076015,13660.0,39.4,0.184,2.466,2016
QP076016,13140.0,44.0,0.215,2.858,2016
QP076017,13770.0,40.2,0.218,3.024,2016
QP076018,12900.0,46.7,0.203,2.747,2016
QP076019,13690.0,39.2,0.191,2.659,2016
QP076020,12660.0,47.5,0.221,2.977,2016
QP076021,12280.0,51.6,0.212,2.964,2016
QP076022,11700.0,56.9,0.228,3.322,2016
QP076023,11550.0,58.9,0.225,3.213,2016
QP076024,14480.0,38.6,0.213,2.851,2016
QP076025,13800.0,39.6,0.213,2.854,2016
QP076026,13490.0,41.7,0.214,2.894,2016
QP076027,13180.0,43.1,0.212,2.859,2016
QP076028,13910.0,38.5,0.194,2.65,2016
QP077001,13970.0,37.7,0.215,2.966,2016
QP077002,14600.0,32.2,0.223,3.125,2016
QP077003,13490.0,36.8,0.188,2.563,2016
QP077004,14120.0,35.0,0.208,2.858,2016
QP077005,14500.0,35.9,0.222,3.095,2016
QP077006,14720.0,32.8,0.233,3.285,2016
QP077007,16500.0,24.7,0.227,3.188,2016
QP077008,14300.0,36.6,0.223,3.141,2016
QP077009,14400.0,35.2,0.216,3.025,2016
QP077010,13570.0,41.9,0.22,3.082,2016
QP077011,13700.0,40.3,0.215,3.01,2016
QP077012,14510.0,32.6,0.219,3.052,2016
QP077013,13820.0,39.3,0.225,3.218,2016
QP077014,11710.0,57.3,0.222,3.117,2016
QP077015,13720.0,42.0,0.278,4.325,2016
QP077016,14440.0,35.3,0.236,3.402,2016
QP077017,12640.0,47.7,0.219,2.966,2016
QP077018,15000.0,31.3,0.204,2.8,2016
QP077019,13750.0,40.4,0.221,3.257,2016
QP077020,13640.0,38.4,0.199,2.766,2016
QP077021,15570.0,33.3,0.244,3.44,2016
QP077022,15030.0,33.6,0.234,3.254,2016
QP077023,14920.0,32.5,0.219,3.105,2016
QP077024,16010.0,29.5,0.244,3.369,2016
QP078001,12990.0,45.6,0.23,3.253,2016
QP078002,13490.0,43.3,0.222,3.083,2016
QP078003,13420.0,41.4,0.206,2.7880000000000003,2016
QP078004,15370.0,32.3,0.236,3.365,2016
QP078005,15330.0,29.3,0.218,3.09,2016
QP078006,15050.0,30.3,0.215,3.0,2016
QP078007,14720.0,36.7,0.239,3.475,2016
QP078008,15190.0,31.0,0.225,3.16,2016
QP078009,13920.0,37.9,0.226,3.079,2016
QP078010,13910.0,38.3,0.211,2.891,2016
QP078011,13810.0,37.9,0.213,2.936,2016
QP078012,15070.0,32.4,0.221,3.043,2016
QP078013,14000.0,38.8,0.211,2.9210000000000003,2016
QP078014,15210.0,27.9,0.186,2.558,2016
QP078015,15500.0,29.6,0.233,3.259,2016
QP078016,16410.0,29.3,0.241,3.473,2016
QP078017,13510.0,40.7,0.213,3.017,2016
QP078018,15390.0,25.3,0.19,2.595,2016
QP078019,14340.0,33.5,0.213,2.976,2016
QP078020,14300.0,32.8,0.207,2.827,2016
QP078021,13910.0,38.9,0.221,3.079,2016
QP078022,15560.0,31.6,0.241,3.455,2016
QP079001,11740.0,56.9,0.216,2.98,2016
QP079002,12640.0,48.8,0.23,3.166,2016
QP079003,14000.0,40.9,0.308,4.491,2016
QP079004,12780.0,47.2,0.227,3.224,2016
QP079005,12880.0,46.7,0.254,3.664,2016
QP080001,11460.0,59.4,0.203,2.782,2016
QP080002,13260.0,42.9,0.201,2.75,2016
QP080003,12070.0,53.3,0.227,3.179,2016
QP080004,12690.0,48.4,0.256,3.607,2016
QP080005,13100.0,44.6,0.211,2.915,2016
QP080006,14340.0,37.8,0.263,3.723,2016
QP080007,11430.0,60.6,0.196,2.606,2016
QP080008,12900.0,46.8,0.229,3.083,2016
QP080009,14140.0,36.6,0.213,2.948,2016
QP081001,11750.0,58.6,0.224,3.216,2016
QP081002,11820.0,56.8,0.234,3.246,2016
QP081003,12220.0,52.4,0.194,2.621,2016
QP081004,12760.0,47.3,0.209,2.855,2016
QP081005,14180.0,36.7,0.294,4.491,2016
QP081006,10900.0,63.6,0.2,2.754,2016
QP081007,12610.0,49.4,0.243,3.287,2016
QP081008,12280.0,51.5,0.224,3.155,2016
QP081009,13870.0,38.4,0.229,3.186,2016
QP081010,12860.0,46.4,0.269,3.723,2016
QP081011,13410.0,43.0,0.237,3.299,2016
QP082001,14710.0,37.8,0.317,5.025,2016
QP082002,12830.0,47.3,0.254,3.599,2016
QP082003,12910.0,47.9,0.293,4.46,2016
QP082004,12480.0,50.0,0.239,3.281,2016
QP083001,14310.0,33.9,0.201,2.6710000000000003,2016
QP083002,14000.0,40.7,0.274,4.233,2016
QP083003,13890.0,37.2,0.213,3.037,2016
QP083004,12370.0,50.9,0.251,3.556,2016
QP083005,12870.0,45.7,0.198,2.739,2016
QP083006,13370.0,44.1,0.296,4.542,2016
QP083007,12940.0,45.6,0.214,2.981,2016
QP083008,12360.0,51.0,0.222,3.06,2016
QP083009,13380.0,43.0,0.257,3.782,2016
QP083010,12240.0,52.3,0.199,2.726,2016
QP083011,13190.0,42.0,0.198,2.737,2016
QP083012,10680.0,64.0,0.25,3.793,2016
QP083013,14020.0,39.5,0.266,3.967,2016
QP083014,13640.0,40.6,0.248,3.486,2016
QP083015,11000.0,65.7,0.203,2.879,2016
QP083016,12420.0,50.4,0.298,4.597,2016
QP083017,12530.0,50.0,0.22,3.009,2016
QP083018,11960.0,54.9,0.22,3.044,2016
QP083019,13590.0,39.7,0.228,3.254,2016
QP083020,12690.0,48.4,0.295,4.647,2016
QP083021,12510.0,49.8,0.207,2.931,2016
QP084001,13860.0,39.1,0.23,3.292,2016
QP084002,11910.0,55.4,0.231,3.265,2016
QP084003,11890.0,55.5,0.232,3.245,2016
QP084004,11680.0,57.9,0.206,2.845,2016
QP084005,13160.0,47.8,0.315,5.55,2016
QP084006,12710.0,48.4,0.231,3.322,2016
QP084007,15650.0,31.9,0.252,3.641,2016
QP084008,11840.0,55.0,0.307,4.947,2016
QP084009,11660.0,59.5,0.241,3.425,2016
QP084010,10330.0,73.1,0.192,2.704,2016
QP084011,12700.0,48.1,0.206,2.89,2016
QP084012,12080.0,54.4,0.237,3.34,2016
QP084013,11510.0,57.2,0.244,3.37,2016
QP084014,12010.0,56.0,0.211,2.9370000000000003,2016
QP084015,13360.0,41.2,0.204,2.749,2016
QP084016,13000.0,45.7,0.254,3.636,2016
QP084017,12900.0,46.0,0.234,3.35,2016
QP084018,12420.0,51.1,0.189,2.586,2016
QP084019,12530.0,49.2,0.258,3.7,2016
QP084020,11870.0,55.7,0.208,2.922,2016
QP084021,13180.0,45.1,0.265,3.808,2016
QP084022,12590.0,49.2,0.256,3.487,2016
QP085001,13370.0,41.8,0.196,2.6790000000000003,2016
QP085002,13140.0,44.3,0.206,2.835,2016
QP085003,14990.0,31.6,0.216,3.005,2016
QP085004,13440.0,39.4,0.253,3.588,2016
QP086001,12060.0,53.5,0.221,3.04,2016
QP086002,13740.0,41.4,0.315,4.784,2016
QP086003,12430.0,50.8,0.226,3.143,2016
QP086004,12100.0,53.0,0.211,2.978,2016
QP086005,13340.0,43.7,0.24,3.358,2016
QP086006,13020.0,44.6,0.249,3.841,2016
QP087001,10980.0,63.2,0.209,2.888,2016
QP087002,11670.0,57.1,0.22,3.032,2016
QP087003,13170.0,45.4,0.245,3.566,2016
QP087004,12430.0,50.3,0.221,3.025,2016
QP087005,11210.0,60.9,0.233,3.287,2016
QP087006,11940.0,54.6,0.233,3.253,2016
QP087007,14270.0,35.5,0.253,3.673,2016
QP087008,12700.0,47.7,0.232,3.312,2016
QP087009,14000.0,38.9,0.245,3.455,2016
QP088001,12110.0,53.6,0.224,3.06,2016
QP088002,11720.0,56.5,0.227,3.142,2016
QP088003,12730.0,48.9,0.214,2.847,2016
QP088004,13330.0,44.0,0.244,3.459,2016
QP088005,12850.0,47.4,0.231,3.213,2016
QP088006,12920.0,44.9,0.209,2.866,2016
QP089001,13730.0,41.8,0.221,2.986,2016
QP089002,12900.0,48.1,0.219,3.02,2016
QP089003,11470.0,58.4,0.252,3.553,2016
QP089004,12540.0,49.3,0.207,2.689,2016
QP089005,12000.0,54.4,0.207,2.7960000000000003,2016
QP089006,12240.0,52.4,0.208,2.881,2016
QP089007,13530.0,40.9,0.202,2.754,2016
QP090001,13980.0,36.1,0.217,2.91,2016
QP090002,12040.0,53.8,0.209,2.78,2016
QP090003,14160.0,38.5,0.242,3.389,2016
QP090004,13100.0,44.4,0.238,3.268,2016
QP090005,14090.0,36.2,0.216,2.924,2016
QP091001,16270.0,29.4,0.243,3.406,2016
QP091002,12620.0,49.0,0.222,3.207,2016
QP091003,14870.0,34.2,0.237,3.364,2016
QP091004,14070.0,37.9,0.214,2.9290000000000003,2016
QP091005,13800.0,42.6,0.296,4.394,2016
QP091006,14420.0,34.0,0.23,3.33,2016
QP091007,14890.0,33.7,0.23,3.23,2016
QP091008,14210.0,36.0,0.206,2.846,2016
QP091009,15050.0,32.8,0.23,3.173,2016
QP091010,14480.0,37.4,0.227,3.249,2016
QP091011,13560.0,40.3,0.209,2.853,2016
QP091012,14730.0,32.1,0.208,2.9130000000000003,2016
QP091013,14720.0,31.9,0.188,2.618,2016
QP091014,14930.0,32.6,0.206,2.869,2016
QP091015,14350.0,36.2,0.213,2.938,2016
QP091016,14660.0,32.8,0.209,2.906,2016
QP091017,14500.0,35.8,0.239,3.436,2016
QP091018,14750.0,35.0,0.215,2.971,2016
QP091019,14510.0,35.8,0.241,3.433,2016
QP091020,14740.0,39.1,0.275,4.173,2016
QP091021,14720.0,33.8,0.224,3.082,2016
