code_qpv,iris_controle,distance_pauvrete
QP031010,315552701,1.8026768466040863
QP031010,315555102,1.9007443196309453
QP031010,315552702,1.9652300337564057
QP031010,315555203,2.584558916321697
QP031011,315555203,0.6821077503449686
QP031011,315555401,0.8720703937801275
QP031011,315552702,1.30143663291026
QP031011,315555102,1.3659223470357205
QP031011,315553002,1.5721460511900034
QP031012,315553203,0.35689440396477323
QP031012,315555301,0.6009778829864558
QP031012,315553002,0.7278539488099938
QP031012,315553001,0.8628014697009903
QP031012,315555401,1.4279296062198696
QP031013,315553401,1.1914316266411724
QP031013,315551803,1.3388974069446462
QP031013,315555402,1.403555245163293
QP031013,315552005,2.2927286969516985
QP031013,315555701,2.587491106763636
QP031014,315553001,0.47053186363234545
QP031014,315555301,0.7323554503468799
QP031014,315553203,0.9764389293685625
QP031014,315553002,2.0611872821433295
QP031014,315555401,2.7612629395532053
QP031016,311490201,14.625215515902806
QP031016,311490402,15.336330796632854
QP031016,311490501,16.386708843538937
QP031016,311490301,17.90206212450645
QP031016,311490101,22.09803753282918
QP031017,311570102,22.887157405211795
QP031017,311570105,24.322507092913195
QP031017,311570101,25.75304170806968
QP031017,311570103,
QP031017,311570104,
QP031019,315552902,0.6736821721581236
QP031019,315553001,3.070531863632347
QP031019,315555301,3.3323554503468813
QP031019,315553203,3.576438929368564
QP031019,315553002,4.661187282143331
QP032001,320130301,17.450402358684975
QP032001,320130102,23.194659094961285
QP032001,320130203,31.75359132020476
QP032001,320130202,39.508928523967
QP032001,320130201,40.038168592602354
QP033002,332811301,7.098815716189833
QP033002,332810103,14.397236052910639
QP033002,332810102,15.294088233643091
QP033002,332810801,17.241682088194924
QP033002,332810502,18.433568987076576
QP033007,330631101,13.788925170073256
QP033007,330631104,16.62549595967974
QP033007,330631106,17.104890477878186
QP033007,330631105,17.861289046005
QP033007,330631103,19.633291323281046
QP033008,330631104,0.8588292930130734
QP033008,330631106,1.3382238112115203
QP033008,330631101,1.97774149659341
QP033008,330631105,2.0946223793383325
