code,revenu_median,taux_pauvrete,part_monoparental,part_locataires,annee,gini,s80s20
QP082003,12809.0,45.0,11.8,69.2,2014,0.3,4.8
QP082004,12735.0,46.7,,64.2,2014,0.3,3.9
QP083001,14285.0,30.4,22.1,,2014,0.2,2.4
QP083002,13934.0,38.9,14.5,75.9,2014,0.3,4.3
QP083003,13838.0,37.0,23.8,,2014,0.2,2.9
QP083004,12692.0,45.6,15.5,77.1,2014,0.2,3.5
QP083005,12740.0,45.6,21.4,,2014,0.2,2.7
QP083006,12782.0,46.1,14.3,77.0,2014,0.3,4.9
QP083007,12660.0,46.8,17.2,,2014,0.2,3.1
QP083008,12297.0,49.5,18.8,87.5,2014,0.2,3.1
QP083009,13396.0,42.0,17.6,80.3,2014,0.3,4.0
QP083010,12131.0,51.2,27.6,,2014,0.2,2.9
QP083011,13160.0,40.6,24.5,,2014,0.2,2.7
QP083012,9999.0,64.5,,71.9,2014,0.2,3.7
QP083013,13967.0,38.5,15.7,77.8,2014,0.3,3.9
QP083014,13378.0,42.4,,44.4,2014,0.3,3.6
QP083015,10629.0,65.9,17.5,,2014,0.2,3.0
QP083016,12114.0,50.7,11.7,85.6,2014,0.3,4.6
QP083017,12440.0,48.2,17.3,,2014,0.2,3.1
QP083018,11611.0,57.7,10.4,56.3,2014,0.2,3.0
QP083019,13415.0,41.5,16.5,74.2,2014,0.3,3.8
QP083020,13118.0,43.6,16.3,74.7,2014,0.3,4.3
QP083021,12284.0,49.4,22.2,,2014,0.2,2.8
QP084001,13590.0,38.0,17.0,77.0,2014,0.2,3.4
QP084002,11614.0,54.8,17.9,84.7,2014,0.2,3.3
QP084003,11794.0,53.9,21.5,84.3,2014,0.2,3.5
QP084004,11568.0,55.5,22.5,,2014,0.2,2.9
QP084005,11537.0,51.3,,65.9,2014,0.3,5.7
QP084006,12163.0,50.5,17.0,83.6,2014,0.2,3.4
QP084007,14950.0,33.8,18.0,69.1,2014,0.3,4.2
QP084008,11511.0,55.1,17.2,81.7,2014,0.3,4.9
QP084009,11657.0,55.4,15.5,78.5,2014,0.2,3.5
QP084010,9991.0,75.0,,,2014,0.2,2.8
QP084011,12957.0,44.5,18.1,77.0,2014,0.2,2.9
QP084012,11871.0,53.1,13.9,85.6,2014,0.2,3.6
QP084013,11601.0,54.7,15.2,,2014,0.2,3.6
QP084014,12177.0,50.4,18.4,,2014,0.2,3.0
QP084015,13387.0,40.5,19.7,,2014,0.2,2.7
QP084016,12906.0,45.8,18.9,75.8,2014,0.3,3.9
QP084017,12753.0,44.8,16.1,77.9,2014,0.2,3.6
QP084018,11977.0,51.1,24.6,,2014,0.2,2.8
QP084019,12343.0,49.1,15.0,71.9,2014,0.3,4.3
QP084020,11817.0,54.0,15.6,94.0,2014,0.2,3.1
QP084021,10977.0,57.6,,73.5,2014,0.3,5.1
QP084022,12151.0,50.5,15.8,78.4,2014,0.3,3.9
QP085001,13058.0,42.5,20.4,88.4,2014,0.2,2.9
QP085002,12880.0,42.5,17.9,,2014,0.2,3.0
QP085003,14411.0,35.1,18.2,,2014,0.2,3.4
QP085004,13105.0,42.2,18.9,79.6,2014,0.3,3.7
QP086001,11936.0,52.9,21.9,94.5,2014,0.2,3.0
QP086002,13868.0,39.4,14.6,79.6,2014,0.3,4.8
QP086003,12982.0,42.2,22.2,,2014,0.2,2.9
QP086004,11734.0,53.6,23.1,,2014,0.2,3.0
QP086005,13502.0,41.0,16.8,85.2,2014,0.2,3.4
QP086006,13624.0,40.5,17.1,,2014,0.2,3.3
QP087001,11163.0,57.1,20.9,,2014,0.2,3.0
QP087002,11162.0,59.0,17.8,,2014,0.2,3.3
QP087003,13837.0,39.7,14.9,,2014,0.3,3.8
QP087004,12162.0,50.5,17.0,79.7,2014,0.2,3.2
QP087005,10843.0,61.2,19.7,87.6,2014,0.2,3.3
QP087006,12105.0,51.7,20.3,88.2,2014,0.2,3.2
QP087007,14144.0,36.7,14.7,83.3,2014,0.3,4.0
QP087008,13023.0,42.2,21.2,,2014,0.2,3.4
QP087009,14093.0,38.6,16.3,83.4,2014,0.3,3.9
QP088001,12076.0,50.9,24.7,,2014,0.2,2.8
QP088002,11455.0,56.4,21.1,90.9,2014,0.2,3.2
QP088003,12658.0,46.5,27.3,,2014,0.2,3.0
QP088004,12665.0,47.2,16.0,75.9,2014,0.3,3.6
QP088005,12459.0,48.2,19.1,89.4,2014,0.2,3.4
QP088006,12457.0,48.7,19.3,90.3,2014,0.2,3.0
QP089001,13830.0,37.4,15.7,86.4,2014,0.2,3.3
QP089002,12701.0,45.8,17.8,86.8,2014,0.2,3.2
QP089003,11727.0,53.3,25.3,,2014,0.2,3.4
QP089004,13008.0,40.7,20.0,83.5,2014,0.2,3.0
QP089005,12019.0,51.3,20.8,,2014,0.2,3.0
QP089006,11960.0,52.1,20.7,94.7,2014,0.2,3.1
QP089007,13541.0,39.2,23.8,,2014,0.2,2.9
QP090001,14241.0,36.4,18.1,,2014,0.2,3.2
QP090002,11662.0,55.8,12.8,,2014,0.2,2.9
QP090003,13882.0,36.2,14.6,90.1,2014,0.2,3.3
QP090004,12670.0,46.5,14.7,79.0,2014,0.2,3.5
QP090005,13114.0,43.3,,79.6,2014,0.2,3.0
QP091001,16708.0,23.4,,,2014,0.2,3.3
QP091002,11945.0,52.6,16.3,89.3,2014,0.2,3.4
QP091003,14520.0,35.3,17.8,77.2,2014,0.2,3.5
QP091004,14214.0,34.7,19.1,,2014,0.2,2.9
QP091005,13912.0,35.5,,79.5,2014,0.3,4.7
QP091006,14544.0,32.1,19.7,,2014,0.2,3.2
QP091007,14244.0,32.5,25.0,,2014,0.2,3.2
QP091008,14343.0,28.6,20.3,,2014,0.2,3.0
QP091009,14390.0,36.5,20.9,,2014,0.2,3.0
QP091010,14446.0,34.0,18.2,,2014,0.2,3.3
QP091011,13764.0,39.6,24.5,,2014,0.2,2.9
QP091012,14775.0,30.7,22.4,88.4,2014,0.2,2.9
QP091013,14153.0,32.2,21.5,,2014,0.2,2.8
QP091014,14557.0,31.2,21.2,,2014,0.2,3.1
QP091015,14484.0,34.5,21.3,,2014,0.2,3.0
QP091016,14002.0,36.0,24.5,87.2,2014,0.2,3.1
QP091017,14279.0,35.7,17.0,74.9,2014,0.2,3.6
QP091018,14652.0,31.3,20.8,82.1,2014,0.2,3.1
QP091019,14253.0,34.2,17.8,79.2,2014,0.2,3.4
QP091020,14277.0,34.6,,31.3,2014,0.3,4.2
QP091021,14615.0,31.4,21.9,,2014,0.2,3.1
QP091022,15096.0,31.8,15.1,,2014,0.2,3.4
QP091023,15354.0,30.8,20.0,89.9,2014,0.2,3.1
QP091024,,,,,2014,,
QP091025,14742.0,33.7,15.9,70.7,2014,0.2,3.5
QP091026,13693.0,38.8,20.2,89.2,2014,0.2,3.3
QP091027,11775.0,53.6,16.2,48.8,2014,0.3,4.2
QP091028,15509.0,28.8,17.5,87.9,2014,0.2,3.2
QP091029,15007.0,24.8,19.8,,2014,0.2,2.7
QP091030,14327.0,35.6,17.3,63.7,2014,0.2,3.6
QP091031,14797.0,33.0,22.9,,2014,0.2,2.9
QP091032,14335.0,31.5,25.3,,2014,0.2,2.9
QP091033,15042.0,30.0,20.1,90.5,2014,0.2,3.2
QP091034,14457.0,33.6,21.5,86.0,2014,0.2,3.3
QP091035,10037.0,56.9,,75.6,2014,0.4,7.9
QP091036,14272.0,32.3,20.0,,2014,0.2,3.1
QP091037,13704.0,39.0,20.3,84.9,2014,0.2,3.1
QP091038,12907.0,45.6,21.8,,2014,0.2,2.7
QP091039,15260.0,28.6,19.0,,2014,0.2,3.4
QP092001,14548.0,34.5,19.2,89.7,2014,0.3,3.9
QP092002,14782.0,35.2,22.3,,2014,0.2,3.2
QP092003,15038.0,32.4,19.0,,2014,0.2,3.2
QP092004,14633.0,29.6,22.4,,2014,0.2,2.9
QP092005,15207.0,29.7,20.2,,2014,0.2,3.2
QP092006,14114.0,34.7,14.6,,2014,0.2,3.4
QP092007,14312.0,35.4,20.0,,2014,0.2,3.4
QP092008,13939.0,37.4,18.4,,2014,0.2,3.4
QP092009,15125.0,29.1,14.1,,2014,0.2,3.5
QP092010,15094.0,30.2,17.7,95.0,2014,0.2,3.2
QP092011,14908.0,32.1,16.9,92.9,2014,0.2,3.6
QP092012,14820.0,30.6,17.7,,2014,0.2,3.0
QP092013,15292.0,30.6,14.5,89.9,2014,0.2,3.5
QP092014,11986.0,51.1,9.6,74.6,2014,0.4,7.5
QP092015,14279.0,36.1,17.5,90.8,2014,0.3,4.0
QP092016,13884.0,37.4,17.2,95.0,2014,0.2,3.5
QP092017,14982.0,33.7,12.4,82.1,2014,0.3,4.7
QP092018,14662.0,31.6,17.5,,2014,0.2,3.7
QP092019,15042.0,30.8,18.5,85.0,2014,0.2,3.2
QP092020,15243.0,28.8,16.7,,2014,0.2,3.2
QP092021,14012.0,38.3,19.0,,2014,0.2,3.3
QP093001,14113.0,38.7,15.3,77.6,2014,0.3,3.8
QP093002,14541.0,28.8,18.6,,2014,0.2,3.1
QP093003,12070.0,51.1,16.3,77.4,2014,0.2,3.4
QP093004,13903.0,37.9,15.1,83.5,2014,0.2,3.5
QP093005,14687.0,33.2,14.8,95.0,2014,0.3,3.8
QP093006,13970.0,42.7,,51.5,2014,0.3,4.5
QP093007,13709.0,40.6,22.9,,2014,0.2,3.4
QP093008,12169.0,50.3,12.3,,2014,0.3,5.6
QP093009,14011.0,38.8,17.0,84.6,2014,0.3,4.1
QP093010,14111.0,37.0,16.6,92.1,2014,0.2,3.3
QP093011,13620.0,39.9,17.4,84.8,2014,0.2,3.6
QP093012,13167.0,45.0,18.2,86.3,2014,0.3,4.1
QP093013,14309.0,37.8,23.0,,2014,0.2,3.2
QP093014,13766.0,39.0,18.7,83.2,2014,0.2,3.7
QP093015,13365.0,43.0,19.4,85.0,2014,0.3,4.5
QP093016,13724.0,37.0,20.0,,2014,0.2,3.6
QP093017,14771.0,37.4,18.4,79.0,2014,0.3,4.0
QP093018,13313.0,42.9,18.2,91.5,2014,0.3,4.2
QP093019,15005.0,32.4,18.8,90.0,2014,0.3,3.9
QP093020,14940.0,32.1,19.9,80.9,2014,0.2,3.3
QP093021,13245.0,43.3,19.9,95.0,2014,0.2,3.4
QP093022,13035.0,43.7,21.3,,2014,0.2,3.3
QP093023,15227.0,34.9,14.8,74.2,2014,0.3,5.4
QP093024,12825.0,46.9,12.4,82.3,2014,0.3,5.5
QP093025,13210.0,42.1,23.1,,2014,0.2,3.5
QP093026,13963.0,40.5,18.3,,2014,0.3,3.8
QP093027,14540.0,33.0,18.8,,2014,0.2,3.3
QP093028,13001.0,44.7,14.7,78.8,2014,0.3,4.4
QP093029,14171.0,35.7,17.1,71.7,2014,0.2,3.6
QP093030,13723.0,39.2,18.2,90.6,2014,0.2,3.6
QP093031,14435.0,35.0,16.6,77.3,2014,0.2,3.6
QP093032,14810.0,33.0,20.4,,2014,0.2,3.1
QP093033,15140.0,33.9,17.8,84.3,2014,0.3,4.2
QP093034,12460.0,48.7,22.4,,2014,0.3,3.6
QP093035,12924.0,44.5,17.5,78.8,2014,0.3,4.0
QP093036,11751.0,54.8,19.1,82.4,2014,0.3,3.7
QP093037,14649.0,37.1,12.6,77.5,2014,0.3,5.4
QP093038,15452.0,31.9,16.1,75.0,2014,0.3,4.7
QP093039,14428.0,37.5,15.6,76.5,2014,0.3,4.8
QP093040,12533.0,48.0,20.9,,2014,0.2,3.6
QP093041,13004.0,46.3,12.9,70.7,2014,0.4,7.3
QP093042,12896.0,45.8,17.0,81.7,2014,0.3,4.8
QP093043,13358.0,42.7,14.5,77.6,2014,0.3,4.4
QP093044,14100.0,38.0,18.3,90.2,2014,0.3,4.7
QP093045,15134.0,34.2,15.3,81.0,2014,0.3,4.9
QP093046,14117.0,37.9,20.3,,2014,0.3,3.7
QP093047,15196.0,34.0,15.5,81.8,2014,0.3,5.0
QP093048,13327.0,41.9,20.4,89.0,2014,0.2,3.5
QP093049,14055.0,36.1,17.3,86.5,2014,0.2,3.2
QP093050,12748.0,46.1,16.2,81.6,2014,0.3,3.9
QP093051,13603.0,39.1,19.2,82.0,2014,0.2,3.1
QP093052,14314.0,34.6,20.9,75.7,2014,0.2,3.3
QP093053,13739.0,38.8,19.1,92.7,2014,0.2,3.4
QP093054,13416.0,40.9,18.2,87.3,2014,0.2,3.3
QP093055,13345.0,42.2,18.2,82.7,2014,0.3,3.8
QP093056,14773.0,31.8,21.9,85.0,2014,0.2,3.1
QP093057,13835.0,36.9,22.3,,2014,0.2,2.8
QP093058,14220.0,35.9,23.2,,2014,0.2,3.1
QP093059,14341.0,36.8,16.7,75.8,2014,0.3,3.7
QP093060,14844.0,32.2,15.7,70.9,2014,0.2,3.6
QP093061,15369.0,28.2,22.4,84.9,2014,0.2,3.4
QP093062,13958.0,38.4,21.6,89.6,2014,0.3,3.9
QP093063,15100.0,29.3,16.4,80.3,2014,0.2,3.4
QP094001,14579.0,35.2,22.9,,2014,0.2,3.1
QP094002,15279.0,30.0,18.0,,2014,0.3,4.4
QP094003,15291.0,29.0,20.6,82.3,2014,0.2,3.3
QP094004,13108.0,43.8,13.7,,2014,0.2,3.6
QP094005,13992.0,37.1,21.4,,2014,0.2,3.5
QP094006,16043.0,28.8,,69.2,2014,0.3,3.9
QP094007,15198.0,30.4,17.2,,2014,0.2,3.3
QP094008,14233.0,36.8,17.0,80.4,2014,0.3,4.1
QP094009,11762.0,52.0,12.9,83.7,2014,0.4,7.1
QP094010,13736.0,40.9,15.8,84.1,2014,0.3,5.1
QP094011,14718.0,31.6,22.8,,2014,0.2,3.0
QP094012,14591.0,33.3,16.6,,2014,0.2,3.3
QP094013,14526.0,33.4,16.6,85.1,2014,0.2,3.4
QP094014,15653.0,28.7,16.7,84.2,2014,0.2,3.6
QP094015,14175.0,36.2,22.4,,2014,0.2,3.3
QP094016,17022.0,24.2,17.2,83.9,2014,0.3,4.0
QP094017,14895.0,28.0,20.3,,2014,0.2,3.1
QP094018,15937.0,35.3,20.0,,2014,0.3,4.4
QP094019,13879.0,38.3,18.0,,2014,0.3,4.2
QP094020,13964.0,36.5,,,2014,0.2,3.2
QP094021,14552.0,34.4,22.5,,2014,0.2,3.4
QP094022,14236.0,34.7,20.8,,2014,0.2,3.6
QP094023,14672.0,34.4,20.8,,2014,0.3,3.8
QP094024,14262.0,38.0,19.5,,2014,0.3,4.1
QP094025,8708.0,65.7,,72.6,2014,0.4,7.1
QP094026,13848.0,35.1,21.4,,2014,0.2,3.0
QP094027,13850.0,37.7,17.3,95.0,2014,0.2,3.2
QP094028,14568.0,38.0,18.7,85.6,2014,0.3,4.3
QP094029,13910.0,38.0,21.8,,2014,0.2,3.4
QP094030,14415.0,34.9,20.2,,2014,0.2,3.7
QP094031,15153.0,28.8,17.1,83.1,2014,0.2,3.1
QP094032,14164.0,36.3,18.2,,2014,0.2,2.9
QP094033,15395.0,32.4,21.4,,2014,0.3,3.9
QP094034,14919.0,28.6,19.1,,2014,0.2,3.3
QP094035,14098.0,36.5,21.0,89.1,2014,0.2,3.4
QP094036,14301.0,34.6,21.7,,2014,0.2,3.4
QP094037,12901.0,46.0,13.7,69.7,2014,0.3,5.4
QP094038,14370.0,34.4,18.7,87.0,2014,0.2,3.7
QP094039,14250.0,38.5,22.8,,2014,0.2,3.5
QP094040,13983.0,39.2,17.1,78.8,2014,0.3,5.2
QP094041,13559.0,40.8,17.5,86.5,2014,0.3,3.8
QP094042,15712.0,24.9,20.8,,2014,0.2,3.0
QP095001,15740.0,26.2,24.0,,2014,0.2,2.8
QP095002,10483.0,68.4,,,2014,0.3,4.2
QP095003,15178.0,30.2,16.5,76.8,2014,0.2,3.2
QP095004,13269.0,42.0,13.4,82.4,2014,0.3,4.1
QP095005,13757.0,39.3,17.7,83.5,2014,0.2,3.3
QP095006,14725.0,34.1,15.2,71.1,2014,0.2,3.5
QP095007,14023.0,34.3,19.8,,2014,0.2,3.1
QP095008,14215.0,34.9,17.0,93.4,2014,0.2,3.2
QP095009,15100.0,30.9,14.5,85.3,2014,0.3,3.8
QP095010,13773.0,40.4,23.4,,2014,0.2,3.1
QP095011,14023.0,34.8,22.0,93.6,2014,0.2,3.1
QP095012,15312.0,31.8,22.0,,2014,0.2,3.2
QP095013,13821.0,37.3,22.2,,2014,0.2,3.3
QP095014,13980.0,34.8,23.8,,2014,0.2,3.0
QP095015,14056.0,37.7,19.1,79.5,2014,0.2,3.3
QP095016,14811.0,30.9,22.4,,2014,0.2,2.9
QP095017,12854.0,47.2,20.4,,2014,0.3,4.4
QP095018,14353.0,29.3,,,2014,0.2,2.9
QP095019,15340.0,27.7,24.2,,2014,0.2,2.8
QP095020,13893.0,42.0,,56.0,2014,0.3,3.7
QP095021,16382.0,28.3,20.2,63.0,2014,0.2,3.5
QP095022,13473.0,40.9,15.4,,2014,0.3,5.5
QP095023,15068.0,26.2,22.9,,2014,0.2,3.1
QP095024,13786.0,38.9,20.3,,2014,0.2,2.9
QP095025,14449.0,33.1,18.5,93.5,2014,0.2,3.0
QP095026,14853.0,29.7,25.1,,2014,0.2,2.9
QP095027,14665.0,35.8,16.0,86.2,2014,0.3,3.8
QP095028,13850.0,38.0,22.2,,2014,0.2,2.9
QP095029,15335.0,28.6,22.3,,2014,0.2,2.6
QP095030,14940.0,35.9,16.3,62.8,2014,0.3,4.7
QP095031,13933.0,36.3,19.0,90.7,2014,0.2,3.1
QP095032,13051.0,44.2,16.1,76.6,2014,0.2,3.6
QP095033,13913.0,37.6,17.0,78.7,2014,0.2,3.6
QP095034,14701.0,33.7,17.4,73.2,2014,0.2,3.4
QP095035,15097.0,29.1,,,2014,0.2,2.6
QP095036,14521.0,35.4,20.9,86.7,2014,0.2,3.2
QP095037,14335.0,37.4,15.2,43.8,2014,0.3,4.3
QP095038,13542.0,39.5,16.5,70.6,2014,0.3,3.7
QP095039,14721.0,32.0,19.5,,2014,0.2,3.0
QP095040,13591.0,39.6,19.0,,2014,0.2,3.0
QP095041,15926.0,25.9,18.1,81.8,2014,0.2,3.3
