code,revenu_median,taux_pauvrete,part_monoparental,part_locataires,annee,gini,s80s20
QP055002,10573.0,59.0,30.0,,2012,,
QP055003,13374.0,40.0,19.6,87.2,2012,,
QP056001,12113.0,47.3,24.6,95.0,2012,,
QP056002,13233.0,40.9,26.6,95.0,2012,,
QP056003,13431.0,35.2,20.7,88.7,2012,,
QP056004,12867.0,41.0,18.7,75.7,2012,,
QP056005,12582.0,44.3,17.3,94.0,2012,,
QP056006,11937.0,49.0,23.7,90.5,2012,,
QP056007,12672.0,44.0,24.3,95.0,2012,,
QP056008,11715.0,50.9,23.8,82.6,2012,,
QP056009,12052.0,47.0,23.7,95.0,2012,,
QP057001,14425.0,29.8,14.5,78.2,2012,,
QP057002,12507.0,44.8,12.9,95.0,2012,,
QP057003,12267.0,45.3,15.7,86.8,2012,,
QP057004,11375.0,55.6,22.2,81.1,2012,,
QP057005,12640.0,44.5,19.8,90.5,2012,,
QP057006,12119.0,47.4,17.2,85.8,2012,,
QP057007,12680.0,43.0,20.6,95.0,2012,,
QP057008,11997.0,48.6,16.9,,2012,,
QP057009,12149.0,47.8,22.4,74.0,2012,,
QP057010,11282.0,54.8,27.2,,2012,,
QP057011,13330.0,40.9,18.1,82.5,2012,,
QP057012,12120.0,47.8,15.1,95.0,2012,,
QP057013,13359.0,36.2,22.7,94.0,2012,,
QP057014,13128.0,38.4,19.0,,2012,,
QP057015,12706.0,44.1,17.2,86.4,2012,,
QP057016,13042.0,39.4,,,2012,,
QP057017,12877.0,40.4,,92.0,2012,,
QP057018,12050.0,48.6,22.9,95.0,2012,,
QP057019,12253.0,46.6,25.9,,2012,,
QP057020,11726.0,51.4,17.2,79.7,2012,,
QP057021,12505.0,43.4,,84.6,2012,,
QP057022,13363.0,41.2,15.4,79.6,2012,,
QP057023,12759.0,42.1,15.8,83.0,2012,,
QP057024,13331.0,41.2,,94.0,2012,,
QP058001,11600.0,52.9,16.4,72.4,2012,,
QP058002,12267.0,46.4,20.6,95.0,2012,,
QP058003,11934.0,49.5,21.2,95.0,2012,,
QP058004,12236.0,45.4,21.5,93.8,2012,,
QP058005,12777.0,42.9,21.0,91.7,2012,,
QP059001,13455.0,34.1,,75.9,2012,,
QP059002,13603.0,33.0,21.4,84.9,2012,,
QP059003,13014.0,42.4,,85.3,2012,,
QP059004,10968.0,58.4,23.0,,2012,,
QP059005,12329.0,44.9,18.6,74.9,2012,,
QP059006,12688.0,41.1,15.3,89.8,2012,,
QP059007,13073.0,40.1,16.3,90.2,2012,,
QP059008,11910.0,49.8,23.1,89.2,2012,,
QP059009,10966.0,58.4,25.3,95.0,2012,,
QP059010,14122.0,38.0,,62.0,2012,,
QP059011,13007.0,41.0,22.9,80.0,2012,,
QP059012,13041.0,39.0,19.1,65.9,2012,,
QP059013,11618.0,52.6,21.8,87.9,2012,,
QP059014,12676.0,44.3,23.5,84.0,2012,,
QP059015,10649.0,62.7,18.4,91.6,2012,,
QP059016,10955.0,59.8,19.4,95.0,2012,,
QP059017,10086.0,65.4,27.6,,2012,,
QP059018,11548.0,55.7,23.6,76.2,2012,,
QP059019,11871.0,50.0,17.5,57.4,2012,,
QP059020,12627.0,43.2,19.9,87.5,2012,,
QP059021,13000.0,40.8,15.3,68.5,2012,,
QP059022,12031.0,48.1,15.7,87.1,2012,,
QP059023,11962.0,48.9,21.2,79.3,2012,,
QP059024,12088.0,49.3,22.5,88.3,2012,,
QP059025,13288.0,40.1,17.3,61.3,2012,,
QP059026,13679.0,36.5,,50.7,2012,,
QP059027,12863.0,39.7,17.5,76.6,2012,,
QP059028,12628.0,43.3,19.4,80.4,2012,,
QP059029,12913.0,41.8,28.3,,2012,,
QP059030,11665.0,52.1,21.5,95.0,2012,,
QP059031,12798.0,43.3,22.6,88.3,2012,,
QP059032,13292.0,39.0,16.1,67.4,2012,,
QP059033,13343.0,40.6,,91.7,2012,,
QP059034,13761.0,35.5,15.8,67.8,2012,,
QP059035,13088.0,39.3,17.7,90.6,2012,,
QP059036,12857.0,41.0,14.9,87.4,2012,,
QP059037,13073.0,34.6,,83.5,2012,,
QP059038,12494.0,43.4,15.1,87.6,2012,,
QP059039,12700.0,42.4,,86.1,2012,,
QP059040,12313.0,46.2,14.6,93.8,2012,,
QP059041,12466.0,46.9,23.4,81.0,2012,,
QP059042,13258.0,43.2,19.3,68.5,2012,,
QP059043,14181.0,35.2,18.0,81.5,2012,,
QP059044,12045.0,49.2,22.2,77.3,2012,,
QP059045,13430.0,34.5,18.9,91.3,2012,,
QP059046,13229.0,41.6,18.4,77.6,2012,,
QP059047,12397.0,45.6,25.5,88.9,2012,,
QP059048,12220.0,46.7,23.3,75.0,2012,,
QP059049,13141.0,40.5,,69.1,2012,,
QP059050,12019.0,49.0,17.6,70.2,2012,,
QP059051,12110.0,47.1,23.0,85.7,2012,,
QP059052,12410.0,45.4,17.7,80.4,2012,,
QP059053,12875.0,40.8,17.1,85.0,2012,,
QP059054,12853.0,43.6,,51.7,2012,,
QP059055,13460.0,35.5,15.0,92.6,2012,,
QP059056,12845.0,42.1,,94.9,2012,,
QP059057,12746.0,42.1,24.2,,2012,,
QP059058,13742.0,33.1,,78.9,2012,,
QP059059,13001.0,37.7,,90.5,2012,,
QP059060,12774.0,41.5,19.6,93.7,2012,,
QP059061,12288.0,45.2,19.6,92.4,2012,,
QP059062,13043.0,39.6,18.0,85.7,2012,,
QP059063,14001.0,36.2,16.4,87.8,2012,,
QP059064,12484.0,43.0,18.7,95.0,2012,,
QP059065,12732.0,43.0,20.0,88.2,2012,,
QP059066,12586.0,44.8,22.6,95.0,2012,,
QP059067,12860.0,39.9,21.3,89.3,2012,,
QP059068,13262.0,36.8,21.0,90.4,2012,,
QP059069,13844.0,35.2,17.2,79.5,2012,,
QP059070,13547.0,34.6,23.9,89.1,2012,,
QP059071,12818.0,41.2,20.3,89.9,2012,,
QP059072,13403.0,35.4,20.7,95.0,2012,,
QP059073,11945.0,49.1,22.9,90.3,2012,,
QP059074,12367.0,45.9,16.3,85.8,2012,,
QP059075,14073.0,35.7,16.4,76.0,2012,,
QP059076,13237.0,37.2,18.3,,2012,,
QP059077,13249.0,37.0,19.0,95.0,2012,,
QP059078,13257.0,35.6,18.2,75.6,2012,,
QP059079,12408.0,45.6,27.4,,2012,,
QP059080,13225.0,38.9,20.0,84.9,2012,,
QP059081,13104.0,40.4,24.5,91.2,2012,,
QP059082,12060.0,48.7,18.7,67.6,2012,,
QP059083,12743.0,42.3,21.9,95.0,2012,,
QP059084,12003.0,48.5,22.7,,2012,,
QP059085,14325.0,33.5,16.5,45.8,2012,,
QP059086,13810.0,36.7,15.5,51.5,2012,,
QP059087,11619.0,53.3,21.5,91.1,2012,,
QP059088,13811.0,35.1,,61.9,2012,,
QP059089,13327.0,37.5,17.6,86.0,2012,,
QP059090,13228.0,39.5,20.5,85.9,2012,,
QP059091,13770.0,33.1,21.7,95.0,2012,,
QP060001,12451.0,45.0,16.4,92.2,2012,,
QP060002,12355.0,45.2,18.3,95.0,2012,,
QP060003,12190.0,47.5,15.2,86.2,2012,,
QP060004,12446.0,46.5,17.7,77.2,2012,,
QP060005,13549.0,36.5,19.4,,2012,,
QP060006,12742.0,42.5,21.5,95.0,2012,,
QP060007,12296.0,46.2,17.4,90.3,2012,,
QP060008,13827.0,35.7,19.0,,2012,,
QP060009,12358.0,46.6,22.0,88.7,2012,,
QP060010,12691.0,43.4,26.4,95.0,2012,,
QP060011,12938.0,41.3,20.3,89.1,2012,,
QP060012,12713.0,43.4,28.5,,2012,,
QP060013,12138.0,48.5,19.3,,2012,,
QP060014,12832.0,40.3,24.3,,2012,,
QP060015,13972.0,36.2,17.0,95.0,2012,,
QP060016,14319.0,27.5,16.6,,2012,,
QP060017,13541.0,38.7,19.8,73.8,2012,,
QP060018,10969.0,56.5,21.7,,2012,,
QP061001,12954.0,41.3,19.0,93.6,2012,,
QP061002,12495.0,44.5,18.0,90.6,2012,,
QP061003,12045.0,48.8,23.6,,2012,,
QP061004,12386.0,46.1,15.0,82.8,2012,,
QP061005,11831.0,51.3,20.1,,2012,,
QP061006,10770.0,60.2,22.5,86.2,2012,,
QP061007,12276.0,45.6,21.5,95.0,2012,,
QP062001,13472.0,38.2,,62.6,2012,,
QP062002,13279.0,38.4,16.0,94.8,2012,,
QP062003,13481.0,34.3,17.3,90.2,2012,,
QP062004,12414.0,44.9,17.6,75.7,2012,,
QP062005,12710.0,42.9,14.2,91.6,2012,,
QP062006,12704.0,43.9,,77.4,2012,,
QP062007,13251.0,35.9,15.0,92.9,2012,,
QP062008,12414.0,43.4,19.3,87.0,2012,,
QP062009,13186.0,38.2,15.6,73.4,2012,,
QP062010,12884.0,41.4,,77.5,2012,,
QP062011,12849.0,41.2,18.0,92.6,2012,,
QP062012,12910.0,40.5,16.0,92.3,2012,,
QP062013,13730.0,33.7,13.9,85.7,2012,,
QP062014,12388.0,43.9,15.0,94.8,2012,,
QP062015,11345.0,56.1,21.2,85.0,2012,,
QP062016,13299.0,39.2,,85.4,2012,,
QP062017,12801.0,40.4,16.5,95.0,2012,,
QP062018,12780.0,38.0,16.3,90.4,2012,,
QP062019,11701.0,51.7,19.7,81.6,2012,,
QP062020,12551.0,42.6,17.8,95.0,2012,,
QP062021,12538.0,43.6,17.1,95.0,2012,,
QP062022,12964.0,38.9,13.4,91.6,2012,,
QP062023,12390.0,46.3,15.8,91.9,2012,,
QP062024,12518.0,43.8,16.1,86.1,2012,,
QP062025,11746.0,50.7,22.5,94.8,2012,,
QP062026,12308.0,46.7,15.0,81.3,2012,,
QP062027,11677.0,51.8,22.6,95.0,2012,,
QP062028,12376.0,45.8,18.4,87.4,2012,,
QP062029,12842.0,40.3,15.4,91.4,2012,,
QP062030,11953.0,49.1,22.7,95.0,2012,,
QP062031,12091.0,46.0,,95.0,2012,,
QP062032,12526.0,45.0,17.9,88.1,2012,,
QP062033,12802.0,43.0,17.9,85.7,2012,,
QP062034,12155.0,46.9,16.1,94.9,2012,,
QP062035,13572.0,36.8,15.5,79.7,2012,,
QP062036,11020.0,58.9,26.9,95.0,2012,,
QP062037,13300.0,39.1,17.0,86.8,2012,,
QP062038,12785.0,42.3,,79.4,2012,,
QP062039,12050.0,48.7,24.4,89.4,2012,,
QP062040,12716.0,44.2,,89.2,2012,,
QP062041,12863.0,42.3,16.7,83.7,2012,,
QP062042,11999.0,47.8,30.3,87.6,2012,,
QP062043,12249.0,46.0,18.7,89.5,2012,,
QP062044,12031.0,49.0,18.2,95.0,2012,,
QP062045,12647.0,42.4,16.1,95.0,2012,,
QP062046,12700.0,41.9,,,2012,,
QP062047,12378.0,46.2,19.2,89.5,2012,,
QP062048,12498.0,44.9,17.7,85.4,2012,,
QP062049,12893.0,41.2,18.2,95.0,2012,,
QP062050,12872.0,42.2,16.0,89.0,2012,,
QP062051,11595.0,52.3,24.7,92.4,2012,,
QP062052,13875.0,36.4,14.0,71.8,2012,,
QP062053,12566.0,44.1,17.5,83.1,2012,,
QP062054,12035.0,48.1,22.8,,2012,,
QP062055,11772.0,51.6,20.5,76.8,2012,,
QP062056,10651.0,61.2,25.1,95.0,2012,,
QP062057,12842.0,42.0,20.7,71.9,2012,,
QP062058,13154.0,40.9,18.6,79.8,2012,,
QP062059,12231.0,46.2,,84.0,2012,,
QP062060,12584.0,41.7,26.6,95.0,2012,,
QP062061,11852.0,50.3,22.4,91.9,2012,,
QP062062,12820.0,41.8,21.9,95.0,2012,,
QP062063,13853.0,34.8,17.6,82.0,2012,,
QP062064,11723.0,51.4,23.6,,2012,,
QP063001,13361.0,37.0,,91.6,2012,,
QP063002,11842.0,50.6,16.3,95.0,2012,,
QP063003,11980.0,49.1,13.2,78.5,2012,,
QP063004,12064.0,48.7,17.8,85.8,2012,,
QP063005,13236.0,40.4,13.4,,2012,,
QP063006,13226.0,36.4,22.5,95.0,2012,,
QP063007,13074.0,40.5,14.3,71.4,2012,,
QP064001,14302.0,29.6,21.0,85.6,2012,,
QP064002,13384.0,36.7,19.6,85.5,2012,,
QP064003,13226.0,38.7,20.8,93.8,2012,,
QP064004,11531.0,55.4,15.5,,2012,,
QP065001,11310.0,52.6,23.1,94.0,2012,,
QP065002,11816.0,50.8,22.2,95.0,2012,,
QP065003,13684.0,36.6,16.5,75.5,2012,,
QP065004,13119.0,37.7,17.8,,2012,,
QP066001,12902.0,42.3,16.7,55.0,2012,,
QP066002,13408.0,36.2,21.2,81.1,2012,,
QP066003,12829.0,42.5,20.5,79.4,2012,,
QP066004,10516.0,67.5,19.3,,2012,,
QP066005,10560.0,61.7,17.5,79.3,2012,,
QP066006,10261.0,65.2,16.7,70.0,2012,,
QP066007,13519.0,36.7,16.1,70.8,2012,,
QP066008,11182.0,54.8,16.2,79.3,2012,,
QP066009,10594.0,58.0,24.3,71.2,2012,,
QP066010,10944.0,58.8,24.1,95.0,2012,,
QP067001,14664.0,29.9,17.0,75.4,2012,,
QP067002,13065.0,40.5,22.9,76.9,2012,,
QP067003,13856.0,36.6,16.5,71.1,2012,,
QP067004,12895.0,41.7,18.8,94.7,2012,,
QP067005,11490.0,53.3,21.1,94.9,2012,,
QP067006,13794.0,34.9,21.0,,2012,,
QP067007,13564.0,35.5,16.0,68.3,2012,,
QP067008,13909.0,34.3,19.5,,2012,,
QP067009,13369.0,35.7,16.1,,2012,,
QP067010,13223.0,39.7,18.5,95.0,2012,,
QP067011,12520.0,44.2,16.6,80.0,2012,,
QP067012,13855.0,37.8,13.4,79.1,2012,,
QP067013,12728.0,42.3,15.3,87.7,2012,,
QP067014,12064.0,47.8,16.4,95.0,2012,,
QP067015,13183.0,41.0,14.1,93.1,2012,,
QP067016,12256.0,46.5,22.1,95.0,2012,,
QP067017,13509.0,36.6,16.5,,2012,,
QP067018,13922.0,36.2,14.4,90.6,2012,,
QP067019,12690.0,42.2,24.7,,2012,,
QP067020,11393.0,52.5,21.2,95.0,2012,,
QP067021,13615.0,35.5,16.4,87.3,2012,,
QP068001,11761.0,51.2,14.2,95.0,2012,,
QP068002,12864.0,41.8,17.3,85.2,2012,,
QP068003,12142.0,47.9,17.4,82.7,2012,,
QP068004,12274.0,47.7,14.7,85.2,2012,,
QP068005,12853.0,42.7,13.4,76.9,2012,,
QP068006,13058.0,38.8,16.8,86.3,2012,,
QP068007,13899.0,35.3,,58.1,2012,,
QP068008,13317.0,37.9,16.2,65.6,2012,,
QP068009,13644.0,39.7,14.5,81.7,2012,,
QP068010,12788.0,43.4,,84.6,2012,,
QP069001,13800.0,34.2,14.2,88.7,2012,,
QP069002,13854.0,34.4,19.1,87.5,2012,,
QP069003,14277.0,32.0,,87.6,2012,,
QP069004,14178.0,34.4,14.0,78.1,2012,,
QP069005,13277.0,38.8,,,2012,,
QP069006,13792.0,33.1,,85.7,2012,,
QP069007,12911.0,41.3,12.3,82.2,2012,,
QP069008,12170.0,46.7,17.8,95.0,2012,,
QP069009,13284.0,35.0,16.0,,2012,,
QP069010,11925.0,49.3,14.7,95.0,2012,,
QP069011,13347.0,39.0,15.3,67.4,2012,,
QP069012,12437.0,45.4,18.0,95.0,2012,,
QP069013,12362.0,45.8,14.5,84.6,2012,,
QP069014,13245.0,40.4,17.0,78.9,2012,,
QP069015,12310.0,46.3,16.2,84.3,2012,,
QP069016,12974.0,41.6,17.9,95.0,2012,,
QP069017,14867.0,27.2,20.3,92.7,2012,,
QP069018,12543.0,44.3,16.4,80.9,2012,,
QP069019,13986.0,37.9,15.1,85.9,2012,,
QP069020,14468.0,31.5,15.0,81.4,2012,,
QP069021,12912.0,41.7,,88.5,2012,,
QP069022,13801.0,33.5,14.0,62.4,2012,,
QP069023,13247.0,39.2,15.6,92.3,2012,,
QP069024,12010.0,49.0,17.1,95.0,2012,,
QP069025,14201.0,33.2,18.5,86.3,2012,,
QP069026,13348.0,35.8,21.8,,2012,,
QP069027,13737.0,30.7,20.7,,2012,,
QP069028,13940.0,34.4,18.1,87.2,2012,,
QP069029,13781.0,34.9,,50.2,2012,,
QP069030,13571.0,37.9,,93.8,2012,,
QP069031,13511.0,35.5,19.2,95.0,2012,,
QP069032,13129.0,39.4,21.0,,2012,,
QP069033,12712.0,44.7,17.2,,2012,,
QP069034,13245.0,38.9,18.7,95.0,2012,,
QP069035,14146.0,33.6,16.4,95.0,2012,,
QP069036,12669.0,42.2,14.9,95.0,2012,,
QP069037,13325.0,38.3,16.5,87.3,2012,,
QP069038,13835.0,34.6,16.6,,2012,,
QP069039,13381.0,38.5,16.1,94.8,2012,,
QP069040,14498.0,32.9,,78.9,2012,,
QP069041,13393.0,40.6,17.4,92.3,2012,,
QP069042,12165.0,48.3,,85.6,2012,,
QP069043,12904.0,39.6,,38.8,2012,,
QP070001,12313.0,46.0,18.7,90.3,2012,,
QP070002,11923.0,48.6,17.3,95.0,2012,,
QP070003,11683.0,51.1,23.0,95.0,2012,,
QP070004,12387.0,43.5,19.7,,2012,,
QP070005,11858.0,50.2,19.3,,2012,,
QP071001,11815.0,51.0,18.4,95.0,2012,,
QP071002,10229.0,64.8,,95.0,2012,,
QP071003,12625.0,42.1,19.1,90.6,2012,,
QP071004,12019.0,48.0,,94.1,2012,,
QP071005,13301.0,35.8,15.2,95.0,2012,,
QP071006,13151.0,41.0,16.0,95.0,2012,,
QP071007,12949.0,39.9,18.0,,2012,,
QP071008,13246.0,41.5,14.4,93.7,2012,,
QP071009,12312.0,46.6,15.1,93.9,2012,,
QP071010,14071.0,34.2,,80.1,2012,,
QP071011,12922.0,43.5,16.5,91.8,2012,,
QP071012,13055.0,41.0,,88.4,2012,,
QP071013,13744.0,34.8,18.1,85.2,2012,,
QP072001,12940.0,42.8,19.1,95.0,2012,,
QP072002,13655.0,37.4,17.5,81.4,2012,,
QP072003,11976.0,49.3,25.7,,2012,,
QP072004,12111.0,48.1,17.4,90.9,2012,,
QP072005,11520.0,52.4,22.1,88.7,2012,,
QP072006,11685.0,51.5,24.2,,2012,,
QP072007,13149.0,39.5,19.2,,2012,,
QP073001,14104.0,32.3,18.8,92.3,2012,,
QP073002,13070.0,38.1,15.0,95.0,2012,,
QP073003,14747.0,29.6,,85.0,2012,,
QP073004,12226.0,47.3,14.8,95.0,2012,,
QP074001,13647.0,37.4,17.7,91.3,2012,,
QP074002,11756.0,50.9,14.4,95.0,2012,,
QP074003,13990.0,28.5,,76.8,2012,,
QP074004,12121.0,47.8,,95.0,2012,,
QP074005,12397.0,46.8,17.1,92.2,2012,,
QP074006,13699.0,36.4,18.0,95.0,2012,,
QP075001,14395.0,28.3,21.3,,2012,,
QP075002,14662.0,34.1,15.1,87.1,2012,,
QP075003,13937.0,37.6,,52.3,2012,,
QP075004,14027.0,35.5,18.7,94.4,2012,,
QP075005,6339.0,74.8,,,2012,,
QP075006,14301.0,33.1,19.5,93.5,2012,,
QP075007,14149.0,33.6,21.0,,2012,,
QP075008,14157.0,32.3,22.1,,2012,,
QP075009,14642.0,32.7,13.1,86.7,2012,,
QP075010,14288.0,35.3,17.7,94.6,2012,,
QP075011,14955.0,33.3,14.2,81.1,2012,,
QP075012,13656.0,39.7,11.2,71.3,2012,,
QP075013,13363.0,39.9,16.3,,2012,,
QP075014,13618.0,39.3,14.0,87.3,2012,,
QP075015,14492.0,35.4,13.6,87.9,2012,,
QP075016,13763.0,37.4,17.8,93.5,2012,,
QP075017,13775.0,37.1,21.6,95.0,2012,,
QP075018,14834.0,28.9,14.4,89.1,2012,,
QP075019,14152.0,34.6,19.3,95.0,2012,,
QP075020,15054.0,35.3,11.2,76.0,2012,,
QP076001,12125.0,47.6,20.4,,2012,,
QP076002,13094.0,39.7,18.5,,2012,,
QP076003,13023.0,41.7,18.3,94.7,2012,,
QP076004,13808.0,33.6,17.7,,2012,,
QP076005,12790.0,42.0,20.0,84.9,2012,,
QP076006,13284.0,39.1,18.8,89.3,2012,,
QP076007,12370.0,45.6,18.9,95.0,2012,,
QP076008,12878.0,41.2,28.2,,2012,,
QP076009,14572.0,29.3,18.4,82.2,2012,,
QP076010,12893.0,42.0,21.6,89.6,2012,,
QP076011,12785.0,41.5,17.7,,2012,,
QP076012,12373.0,44.8,24.4,95.0,2012,,
QP076013,12722.0,41.5,21.1,,2012,,
QP076014,13198.0,39.6,18.9,93.0,2012,,
QP076015,12824.0,41.3,22.8,,2012,,
QP076016,13204.0,38.9,20.6,95.0,2012,,
QP076017,13477.0,38.0,21.0,93.1,2012,,
QP076018,12517.0,44.4,22.1,,2012,,
QP076019,12840.0,40.2,20.3,,2012,,
QP076020,12581.0,43.5,19.2,87.9,2012,,
QP076021,12127.0,47.3,19.4,95.0,2012,,
QP076022,11367.0,54.6,21.8,95.0,2012,,
QP076023,11258.0,55.9,14.6,86.0,2012,,
QP076024,13592.0,35.4,,80.2,2012,,
QP076025,13739.0,39.8,23.3,82.7,2012,,
QP076026,13290.0,37.8,22.2,95.0,2012,,
QP076027,12495.0,44.0,20.3,95.0,2012,,
QP076028,13184.0,36.6,19.8,95.0,2012,,
QP077001,12710.0,39.4,24.3,,2012,,
QP077002,13820.0,33.5,12.1,46.5,2012,,
QP077003,13251.0,36.7,,,2012,,
QP077004,14227.0,30.7,19.6,,2012,,
QP077005,14279.0,31.4,22.6,95.0,2012,,
QP077006,14313.0,31.5,20.8,85.0,2012,,
QP077007,14815.0,35.2,16.6,74.4,2012,,
QP077008,13961.0,33.7,18.7,85.6,2012,,
QP077009,14138.0,32.6,23.0,84.8,2012,,
QP077010,13651.0,36.4,16.1,92.2,2012,,
QP077011,13174.0,40.8,18.5,86.6,2012,,
QP077012,14559.0,27.2,19.0,85.7,2012,,
QP077013,12952.0,41.5,19.1,93.3,2012,,
QP077014,11610.0,52.1,16.3,94.9,2012,,
QP077015,13010.0,43.1,15.6,47.4,2012,,
QP077016,13886.0,37.9,19.0,86.6,2012,,
QP077017,12480.0,44.8,17.4,95.0,2012,,
QP077018,14042.0,30.5,24.2,,2012,,
QP077019,13464.0,36.7,25.2,,2012,,
QP077020,12750.0,42.4,21.3,95.0,2012,,
QP077021,15100.0,30.7,20.4,85.7,2012,,
QP077022,14760.0,28.6,22.6,83.2,2012,,
QP077023,14675.0,30.2,19.5,79.1,2012,,
QP077024,14868.0,27.9,,61.4,2012,,
QP078001,12483.0,45.1,14.1,84.2,2012,,
QP078002,12932.0,42.0,20.1,93.8,2012,,
QP078003,12844.0,41.4,20.2,,2012,,
QP078004,14085.0,37.2,15.5,91.2,2012,,
QP078005,14838.0,28.6,23.6,95.0,2012,,
QP078006,14381.0,29.7,16.2,88.5,2012,,
QP078007,13600.0,39.2,14.2,,2012,,
QP078008,14551.0,31.5,16.7,,2012,,
QP078009,13966.0,31.5,18.5,94.1,2012,,
QP078010,14318.0,28.2,20.1,95.0,2012,,
QP078011,13413.0,36.7,17.5,95.0,2012,,
QP078012,14016.0,34.6,16.0,92.9,2012,,
QP078013,13592.0,35.6,17.5,95.0,2012,,
QP078014,14917.0,24.4,20.0,,2012,,
QP078015,15076.0,26.9,17.6,82.3,2012,,
QP078016,14100.0,37.5,,,2012,,
QP078017,13352.0,37.7,17.8,95.0,2012,,
QP078018,14971.0,22.0,23.6,,2012,,
QP078019,14477.0,29.9,14.3,92.9,2012,,
QP078020,15158.0,28.8,18.8,,2012,,
QP078021,12938.0,40.9,16.8,92.8,2012,,
QP078022,14962.0,33.1,13.0,76.5,2012,,
QP079001,11658.0,52.3,20.7,95.0,2012,,
QP079002,12623.0,41.8,20.1,95.0,2012,,
QP079003,13814.0,36.6,17.9,80.9,2012,,
QP079004,13270.0,37.7,15.6,86.9,2012,,
QP079005,13086.0,38.7,17.1,75.5,2012,,
QP080001,11203.0,56.3,25.1,95.0,2012,,
QP080002,13324.0,38.6,25.3,,2012,,
QP080003,11537.0,52.5,21.0,90.6,2012,,
QP080004,11843.0,50.6,,86.5,2012,,
QP080005,12813.0,41.1,26.4,,2012,,
QP080006,13552.0,37.8,15.7,93.4,2012,,
QP080007,11061.0,56.3,26.3,,2012,,
QP080008,12228.0,47.7,24.0,88.6,2012,,
QP080009,13214.0,40.9,,87.2,2012,,
QP081001,11445.0,54.1,,82.5,2012,,
QP081002,10536.0,60.7,21.7,95.0,2012,,
QP081003,11519.0,52.8,24.4,,2012,,
QP081004,12652.0,43.9,20.0,85.0,2012,,
QP081005,14330.0,34.3,14.8,84.3,2012,,
QP081006,10567.0,62.0,20.4,,2012,,
QP081007,12890.0,42.5,23.6,85.0,2012,,
QP081008,12001.0,48.8,25.1,95.0,2012,,
QP081009,13246.0,39.9,12.5,88.8,2012,,
QP081010,12590.0,44.6,17.4,76.3,2012,,
QP081011,12995.0,41.7,16.2,64.2,2012,,
QP082001,14247.0,35.5,12.2,80.5,2012,,
QP082002,12686.0,43.9,20.8,78.2,2012,,
QP082003,13374.0,41.5,10.6,67.6,2012,,
QP082004,12283.0,47.0,,64.6,2012,,
QP083001,14034.0,32.6,21.5,95.0,2012,,
QP083002,13638.0,38.7,14.1,76.8,2012,,
QP083003,14107.0,32.8,23.1,90.5,2012,,
QP083004,12406.0,46.5,,75.0,2012,,
QP083005,12427.0,43.2,22.0,,2012,,
QP083006,12614.0,44.8,14.2,78.4,2012,,
QP083007,12670.0,43.8,16.4,93.2,2012,,
QP083008,12026.0,48.8,17.6,88.4,2012,,
QP083009,13119.0,41.0,17.6,79.7,2012,,
QP083010,11619.0,51.9,27.9,,2012,,
QP083011,13032.0,41.5,25.4,,2012,,
QP083012,9903.0,63.0,,71.7,2012,,
QP083013,13672.0,38.6,14.9,77.5,2012,,
QP083014,13513.0,41.8,,44.0,2012,,
QP083015,10378.0,65.4,16.7,,2012,,
QP083016,11267.0,54.1,11.3,85.1,2012,,
QP083017,11936.0,49.0,15.9,88.5,2012,,
QP083018,11137.0,56.5,11.0,56.1,2012,,
QP083019,12779.0,41.3,17.9,75.1,2012,,
QP083020,13471.0,38.2,15.1,74.1,2012,,
QP083021,11896.0,49.9,17.0,95.0,2012,,
QP084001,12943.0,41.7,15.5,78.2,2012,,
QP084002,11607.0,52.4,17.1,84.5,2012,,
QP084003,11993.0,48.3,20.1,83.1,2012,,
QP084004,11574.0,53.0,24.1,95.0,2012,,
QP084005,10669.0,53.4,,66.1,2012,,
QP084006,12388.0,46.7,16.4,83.1,2012,,
QP084007,13498.0,39.4,18.3,69.4,2012,,
QP084008,10977.0,55.7,16.2,81.5,2012,,
QP084009,11564.0,52.4,14.3,78.9,2012,,
QP084010,9663.0,72.1,,,2012,,
QP084011,12618.0,42.6,16.6,75.2,2012,,
QP084012,11697.0,51.4,14.7,86.4,2012,,
QP084013,11504.0,52.8,16.6,80.6,2012,,
QP084014,12107.0,47.9,19.8,90.1,2012,,
QP084015,12834.0,42.6,,87.3,2012,,
QP084016,13437.0,39.1,18.4,74.9,2012,,
QP084017,12305.0,47.3,15.7,78.5,2012,,
QP084018,12342.0,45.5,25.0,,2012,,
QP084019,12320.0,46.4,16.3,71.3,2012,,
QP084020,11511.0,53.7,16.2,93.8,2012,,
QP084021,9859.0,60.8,,75.3,2012,,
QP084022,12011.0,48.5,15.9,77.4,2012,,
QP085001,13087.0,38.3,19.3,88.4,2012,,
QP085002,12602.0,43.7,19.7,95.0,2012,,
QP085003,14103.0,34.1,19.7,92.5,2012,,
QP085004,12819.0,42.7,20.1,79.5,2012,,
QP086001,11777.0,51.1,20.6,94.6,2012,,
QP086002,13555.0,37.7,15.1,79.8,2012,,
QP086003,12219.0,47.4,22.3,94.3,2012,,
QP086004,11824.0,51.0,22.1,95.0,2012,,
QP086005,13575.0,37.6,16.3,85.8,2012,,
QP086006,13439.0,37.4,15.4,95.0,2012,,
QP087001,11063.0,57.8,19.8,,2012,,
QP087002,10931.0,57.1,17.9,95.0,2012,,
QP087003,13477.0,37.2,14.3,93.6,2012,,
